Gene,Locus,Molecule D23580,Start,End,Strand,Product,Input 1 (for Macrophage) read counts,Input 2 (for MAcropahge) read counts,Macrophage 1 (output) read counts,Macrophage 2 (output) read counts,Log2 fold-change output (MAcrophage) vs. input,p-value
sucC,STMMW_07951,D23580,844722,845888,+,succinyl-CoA synthetase beta chain,252,139,125,67,-0.845130768730492,0.0439550706248377
sucD,STMMW_07961,D23580,845888,846757,+,succinyl-CoA synthetase alpha chain,211,111,125,92,-0.350555488550677,0.614214549019408
cydA,STMMW_07971,D23580,848340,849908,+,cytochrome D ubiquinol oxidase subunit I,30,16,11,19,-0.317378286547487,0.923701431834191
cydB,STMMW_07981,D23580,849924,851063,+,cytochrome D ubiquinol oxidase subunit II,21,13,11,6,-0.83774721133451,0.75452505323042
ybgT,STMMW_07991,D23580,851078,851191,+,putative membrane protein,38,15,18,7,-0.871834798231444,0.667485617554742
ybgE,STMMW_08001,D23580,851328,851609,+,putative membrane protein,283,141,265,186,0.312023931957989,0.533368949730569
ybgC,STMMW_08011,D23580,851838,852242,+,conserved hypothetical protein,447,217,315,205,-0.132134324053202,0.843934218616914
tolQ,STMMW_08021,D23580,852239,852931,+,TolQ protein,61,32,29,25,-0.54972257438098,0.714307627277855
tolR,STMMW_08031,D23580,852935,853363,+,tolR protein,102,79,88,66,-0.0813394982848865,0.96925761644936
tolA,STMMW_08041,D23580,853428,854651,+,TolA protein,117,48,40,35,-0.858736742741404,0.296276200074995
tolB,STMMW_08051,D23580,854775,856067,+,tolB protein precursor,124,61,17,19,-2.09735768092094,0.000828007450577036
pal,STMMW_08061,D23580,856102,856626,+,peptidoglycan-associated lipoprotein precursor,99,84,46,17,-1.46938285008413,0.0279499595135775
ybgF,STMMW_08071,D23580,856636,857424,+,putative exported protein,848,462,775,530,0.199785721977445,0.465542592886876
nadA,STMMW_08081,D23580,858889,859932,+,quinolinate synthetase A protein,1169,707,1117,771,0.197137221634712,0.358593057289848
pnuC,STMMW_08091,D23580,859957,860676,+,pnuC protein,772,394,574,457,0.0547014301486137,0.931092586403534
ybgR,STMMW_08101,D23580,860673,861611,-,probable cation transport protein,977,532,771,645,0.134552092151858,0.703622159268332
ybgS,STMMW_08111,D23580,861721,862107,-,putative exported protein,743,373,542,451,0.0713939645087931,0.910843791121531
aroG,STMMW_08121,D23580,862427,863479,+,phospho-2-dehydro-3-deoxyheptonate aldolase (DAHP synthetase) phenylalanine repressible,737,426,674,512,0.234062008858106,0.388273165147194
STMMW_08131,STMMW_08131,D23580,863573,864118,-,putative hydro-lyase,639,396,441,357,-0.175796281848934,0.673418714606332
STMMW_08141,STMMW_08141,D23580,864133,864978,-,putative hydro-lyase,384,244,226,224,-0.265439504631545,0.626539718362086
STMMW_08151,STMMW_08151,D23580,865147,865998,+,LysR-family transcriptional regulator,92,71,36,38,-0.957144226848009,0.216060339400994
STMMW_08161,STMMW_08161,D23580,865999,866982,-,LysR-family transcriptional regulator,374,314,245,248,-0.316319003227472,0.560193992501379
STMMW_08171,STMMW_08171,D23580,867205,868473,+,putative cation transporter,36,31,24,32,-0.0684269763710351,0.986877397488556
dcoC,STMMW_08181,D23580,868523,868768,+,oxaloacetate decarboxylase gamma chain (ec 4.1.1.3),251,242,239,177,-0.138999089344767,0.892010633340632
dcoA,STMMW_08191,D23580,868784,870559,+,oxaloacetate decarboxylase alpha chain (ec 4.1.1.3),2703,1495,2207,1589,0.0627072162931193,0.783819527832332
dcoB,STMMW_08201,D23580,870572,871873,+,oxaloacetate decarboxylase beta chain (ec 4.1.1.3),2552,1439,2146,1619,0.125268500882611,0.44354570821226
STMMW_08211,STMMW_08211,D23580,871992,872690,+,conserved hypothetical protein,676,341,531,413,0.12427049844897,0.787999753761225
STMMW_08221,STMMW_08221,D23580,873070,874149,+,ABC transporter permease (FecCD_family),1185,623,1035,738,0.187469888828947,0.401675389620712
STMMW_08231,STMMW_08231,D23580,874149,874925,+,ABC transporter ATP-binding protein,832,453,648,514,0.0754020849174934,0.888214798045612
gpmA,STMMW_08241,D23580,875016,875768,-,phosphoglycerate mutase 1,627,324,133,98,-1.8194912014002,1.25E-14
galM,STMMW_08251,D23580,875992,877032,-,aldose 1-epimerase (mutarotase),1266,568,1051,718,0.187171337150494,0.485163955202523
galK,STMMW_08261,D23580,877026,878174,-,galactokinase,1139,614,849,652,-0.00494496633488099,0.99633393380724
galT,STMMW_08271,D23580,878177,879223,-,galactose-1-phosphate uridylyltransferase,758,407,689,463,0.189842319462079,0.545339550158609
galE,STMMW_08281,D23580,879234,880250,-,UDP-glucose 4-epimerase,1274,19564,12258,9867,-0.142453720351242,0.989090437738042
STMMW_08291,STMMW_08291,D23580,880473,881381,-,putative membrane protein,1210,711,961,685,-0.0266486861631681,0.966823337253905
modF,STMMW_08301,D23580,881552,883027,-,putative molybdenum transport ATP-binding protein ModF (photorepair protein PhrA),1774,960,1535,1182,0.209722411976992,0.188024293223374
modE,STMMW_08311,D23580,883095,883883,-,putative molybdenum transport protein ModE,852,525,754,512,0.0616311500249214,0.912759811910543
ybhT,STMMW_08321,D23580,883910,884161,+,putative membrane protein,259,132,167,142,-0.100654096235043,0.924764833793589
modA,STMMW_08331,D23580,884328,885101,+,molybdate-binding periplasmic protein precursor,699,381,523,406,0.000791443712714479,0.999273554559545
modB,STMMW_08341,D23580,885101,885790,+,molybdenum transport system permease protein ModB,787,378,648,473,0.178095659352997,0.613490948319512
modC,STMMW_08351,D23580,885793,886851,+,molybdenum transport ATP-binding protein ModC,1474,750,1172,862,0.0958037511355729,0.75452505323042
ybhA,STMMW_08361,D23580,886852,887670,-,conserved hypothetical protein,938,504,722,502,-0.0270200729481001,0.971189843271751
ybhE,STMMW_08371,D23580,887834,888829,+,conserved hypothetical protein,673,379,345,225,-0.688892018546065,0.00156109351385496
ybhC,STMMW_08381,D23580,888973,890256,-,possible pectinesterase precursor,1677,889,1359,863,-0.00503209989092144,0.995699311934211
hutI,STMMW_08391,D23580,890494,891717,+,imidazolonepropionase,1620,763,1339,921,0.155009707383092,0.516270164414124
hutG,STMMW_08401,D23580,891714,892655,+,formiminoglutamase,932,454,819,540,0.192490445864922,0.51064555985893
hutC,STMMW_08411,D23580,892748,893425,+,histidine utilization repressor,975,482,828,499,0.0746388942461391,0.890016819680444
hutU,STMMW_08421,D23580,893622,895307,+,urocanate hydratase,2153,1165,2070,1203,0.169480206260666,0.386770998185947
hutH,STMMW_08431,D23580,895309,896829,+,histidine ammonia-lyase,2441,1209,2159,1445,0.201529504056432,0.163071566668376
ybhB,STMMW_08441,D23580,896914,897390,-,conserved hypothetical protein,925,513,805,537,0.100066096924906,0.798166648916823
bioA,STMMW_08451,D23580,897448,898737,-,adenosylmethionine-8-amino-7-oxononanoate aminotransferase,2057,1037,1401,1005,-0.138877044936612,0.500220336324501
bioB,STMMW_08461,D23580,898824,899864,+,biotin synthetase,1627,818,1023,842,-0.151643806420673,0.558133231410005
bioF,STMMW_08471,D23580,899861,901018,+,8-amino-7-oxononanoate synthase,1344,715,1024,676,-0.070386533025959,0.862897475976879
bioC,STMMW_08481,D23580,901002,901757,+,biotin synthesis protein BioC,821,452,578,349,-0.266347267932197,0.348820547347658
bioDa,STMMW_08491,D23580,901750,902436,+,dethiobiotin synthetase,855,440,594,444,-0.0948910456147391,0.840541635694896
uvrB,STMMW_08501,D23580,903087,905108,+,excision nuclease ABC subunit B,1559,747,961,706,-0.232609940320795,0.253462600012083
STMMW_08511,STMMW_08511,D23580,905417,905590,+,putative cytoplasmic protein,290,175,174,96,-0.617647501918658,0.134895219412718
slrP,STMMW_08521,D23580,905598,907895,+,leucine rich repeat,5218,3245,4293,3102,-0.00823378896947809,0.985728805285676
ybhK,STMMW_08531,D23580,907987,908895,-,conserved hypothetical protein,653,391,529,378,-0.00972212206345424,0.992449726691493
moaA,STMMW_08541,D23580,909292,910281,+,molybdenum cofactor biosynthesis protein A,785,495,739,474,0.0951740801119083,0.840461107581989
moaB,STMMW_08551,D23580,910303,910815,+,molybdenum cofactor biosynthesis protein B,451,226,354,297,0.184264632997218,0.726565738029058
moaC,STMMW_08561,D23580,910818,911303,+,molybdenum cofactor biosynthesis protein C,505,236,342,234,-0.131308783578908,0.837431144053637
moaD,STMMW_08571,D23580,911290,911541,+,"molybdopterin converting factor, subunit 1",158,86,146,64,-0.0545263773918446,0.97894828338577
moaE,STMMW_08581,D23580,911543,911995,+,"molybdopterin converting factor, subunit 2",220,89,144,100,-0.0829996190283118,0.953312227143534
ybhL,STMMW_08591,D23580,912043,912747,+,putative membrane protein,2111,1191,1751,1290,0.0880033201392593,0.706068028820777
ybhM,STMMW_08601,D23580,912894,913601,+,putative membrane protein,245,135,91,81,-0.915146019244881,0.0260177305895608
STMMW_08611,STMMW_08611,D23580,913625,914233,+,putative inner membrane protein,272,165,128,111,-0.661540252995127,0.107939992247944
STMMW_08621,STMMW_08621,D23580,914241,914801,+,putative inner membrane protein,1174,680,845,615,-0.143842487533392,0.61353282857414
ybhN,STMMW_08631,D23580,914804,915766,-,putative membrane protein,810,436,657,549,0.181103110546044,0.590495886509561
ybhO,STMMW_08641,D23580,915766,917007,-,putative phospholipase,1427,697,1248,850,0.206057701531452,0.308057790475508
ybhP,STMMW_08651,D23580,917004,917762,-,conserved hypothetical protein,764,412,590,445,0.0327433282690137,0.967827442341596
ybhQ,STMMW_08661,D23580,917895,918305,+,putative membrane protein,578,321,406,368,0.0151266588671367,0.989090437738042
ybhR,STMMW_08671,D23580,918267,919373,-,putative inner membrane protein,1445,729,1085,836,0.0525808937694578,0.908082636022808
ybhS,STMMW_08681,D23580,919489,920619,-,putative inner membrane protein,1866,995,1407,1014,-0.0264993977826515,0.952654704461305
ybhF,STMMW_08691,D23580,920612,922348,-,hypothetical ABC transporter ATP-binding protein,2960,1488,2449,1566,0.0649549760847071,0.805188601351335
STMMW_08701,STMMW_08701,D23580,922341,923336,-,HlyD-family secretion protein,1599,773,1237,851,0.0429569621463128,0.924479175495423
ybiH,STMMW_08711,D23580,923336,924010,-,hypothetical tetR-family transcriptional regulator,1110,547,1018,705,0.280126461416863,0.153183176669172
rhlE,STMMW_08721,D23580,924240,925604,+,putative ATP-dependent RNA helicase rhlE,1748,903,1530,1086,0.199122687484537,0.22990617675585
dinG,STMMW_08731,D23580,925911,927956,+,probable ATP-dependent helicase,2237,1131,1891,1280,0.130398841892553,0.496063087474336
ybiB,STMMW_08741,D23580,927986,928960,+,putative glycosyltransferase,878,482,801,581,0.233118987770647,0.327655324813893
ybiJ,STMMW_08751,D23580,929116,929376,-,putative exported protein,175,77,101,115,0.0732448639185289,0.969932369929676
ybiI,STMMW_08761,D23580,929661,929927,-,hypothetical Zinc-finger containing protein,134,70,147,88,0.402941371436869,0.599224147294823
ybiN,STMMW_08771,D23580,930132,931058,+,conserved hypothetical protein,853,426,756,533,0.234510402976752,0.365043298072744
ybiO,STMMW_08781,D23580,931055,933277,-,putative membrane protein,1919,978,1632,1070,0.112158988603995,0.640418820522723
glnQ,STMMW_08791,D23580,933396,934118,-,glutamine transport ATP-binding protein GlnQ,682,370,595,454,0.21305492913696,0.498255639046865
glnP,STMMW_08801,D23580,934115,934774,-,glutamine transport system permease protein GlnP,500,296,414,350,0.153380842333676,0.758347759053992
glnH,STMMW_08811,D23580,934918,935664,-,glutamine-binding periplasmic protein precursor,984,562,861,650,0.174167674620192,0.515446288473768
dps,STMMW_08821,D23580,936141,936644,-,DNA protection during starvation protein,962,553,1029,655,0.341137947005112,0.0613128603282548
ybiF,STMMW_08831,D23580,936947,937834,-,putative membrane protein,1213,640,1084,741,0.18881012653098,0.38951121020241
ompX,STMMW_08841,D23580,938188,938703,+,outer membrane protein x precursor,485,487,576,430,0.138986759466603,0.936068842421738
ybiP,STMMW_08851,D23580,938766,940342,-,putative membrane protein (pseudogene),1451,720,1191,876,0.158209935627222,0.496063087474336
mntR,STMMW_08861,D23580,940921,941394,+,transcriptional regulator (iron dependant repressor family),438,239,338,273,0.0739664666939794,0.924764833793589
ybiR,STMMW_08871,D23580,941391,942503,+,putative membrane protein,1113,566,974,667,0.184275468113077,0.456540901633761
ybiS,STMMW_08881,D23580,942547,943467,-,putative exported protein,973,443,542,434,-0.283334402082203,0.306872239695387
ybiT,STMMW_08891,D23580,943686,945278,+,ABC transporter ATP-binding protein,1049,547,861,646,0.139542346183211,0.646955481944113
STMMW_08901,STMMW_08901,D23580,945887,946630,+,conserved hypothetical protein,883,521,553,414,-0.337760840839321,0.131611971170274
ybiV(2),STMMW_08911,D23580,946659,947189,-,conserved hypothetical protein,1373,737,1019,737,-0.0513556558108745,0.908920806743861
ybiU,STMMW_08921,D23580,947583,948848,-,conserved hypothetical protein,953,480,849,618,0.258930663326642,0.246815036216261
ybiV(1),STMMW_08931,D23580,949110,949919,+,conserved hypothetical protein,947,500,796,463,-0.00636852769505478,0.995962181934004
pflF,STMMW_08941,D23580,949997,952429,-,putative formate acetyltransferase 3,3760,2033,3299,2278,0.152794731827631,0.164245075838999
pflE,STMMW_08951,D23580,952435,953334,-,putative pyruvate formate-lyase 3 activating enzyme,1475,754,1177,898,0.124389699624609,0.640308663416742
moeB,STMMW_08961,D23580,953612,954361,-,molybdopterin biosynthesis MoeB protein,1122,565,960,657,0.157828321011283,0.570700273406574
moeA,STMMW_08971,D23580,954361,955602,-,molybdopterin biosynthesis MoeA protein,1456,857,1344,820,0.0835100213931682,0.810587997966304
ybiK,STMMW_08981,D23580,955799,956740,+,putative L-asparaginase,1149,627,1052,626,0.10881144383668,0.759809794520044
yliA,STMMW_08991,D23580,956751,958622,+,hypothetical ABC transporter ATP-binding protein,2343,1241,1944,1451,0.141076617411406,0.38951121020241
yliB,STMMW_09001,D23580,958655,960193,+,putative ABC transporter periplasmic binding protein,2139,1245,2249,1576,0.373016837401682,0.000274254460375688
yliC,STMMW_09011,D23580,960254,961174,+,hypothetical ABC transporter permease protein,948,471,797,559,0.158231725199288,0.619066359270106
yliD,STMMW_09021,D23580,961177,962088,+,hypothetical ABC transporter permease protein,1048,550,855,603,0.0826307429967337,0.840440784573512
rimO,STMMW_09031,D23580,962179,963504,-,conserved hypothetical protein,1306,856,1251,895,0.165864202010892,0.487295299694583
bssR,STMMW_09041,D23580,963735,964118,+,conserved hypothetical protein,286,221,383,193,0.293145050551944,0.610038429013165
STMMW_09051,STMMW_09051,D23580,964831,965346,+,conserved hypothetical protein,49,30,25,29,-0.311972180908494,0.890907002057704
STMMW_09061,STMMW_09061,D23580,965264,966118,+,putative electron transfer flavoprotein (beta subunit),153,156,153,100,-0.205154988551011,0.854510306563156
STMMW_09071,STMMW_09071,D23580,966129,967076,+,putative electron transfer flavoprotein (alpha subunit),688,474,551,460,-0.0176398263800929,0.986877397488556
STMMW_09081,STMMW_09081,D23580,967370,968533,+,putative acyl-CoA dehydrogenase,2331,1391,1490,1006,-0.38882531269801,0.000733451511995557
STMMW_09091,STMMW_09091,D23580,968982,970667,+,putative flavoprotein,1489,924,812,679,-0.492716968729798,0.00144908146993313
STMMW_09101,STMMW_09101,D23580,970673,971563,-,LysR transcriptional regulator,787,474,596,407,-0.142738238505484,0.714307627277855
STMMW_09111,STMMW_09111,D23580,971828,972253,-,putative inner membrane protein,1398,816,1053,794,-0.0584043804708308,0.888596410725448
yliI,STMMW_09121,D23580,972600,973280,+,putative dehydrogenase,580,324,463,355,0.0683347977247662,0.921303115189954
yliJ,STMMW_09131,D23580,973277,973903,-,glutathione s-transferase family protein,387,220,315,196,-0.059794128223057,0.949478492365177
dacC,STMMW_09141,D23580,974147,975349,+,D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 6 precursor),1196,626,1122,879,0.36147560163282,0.0214536406834198
deoR,STMMW_09151,D23580,975394,976152,-,deoxyribose operon repressor,815,486,673,496,0.0427419273985273,0.944827142442206
ybjG,STMMW_09161,D23580,976224,976832,-,putative permease protein,756,393,761,537,0.392276793664988,0.0477880009955789
mdfA,STMMW_09171,D23580,977145,978377,+,multidrug translocase MdfA,1444,788,1340,901,0.209084967249729,0.24506593755234
STMMW_09181,STMMW_09181,D23580,978431,979246,-,conserved hypothetical protein,1001,546,752,591,0.0152669232314224,0.986601471186833
STMMW_09191,STMMW_09191,D23580,979243,980454,-,putative membrane protein,1406,739,1179,883,0.163879536031946,0.453930776453747
STMMW_09201,STMMW_09201,D23580,980622,981242,+,putative TetR-family transcriptional regulator,817,370,621,447,0.0902628762269591,0.869868680221559
STMMW_09211,STMMW_09211,D23580,981359,983044,-,putative membrane protein,2228,1108,1698,1295,0.0763228883178736,0.780088424184925
ybjM,STMMW_09221,D23580,983315,983692,+,putative membrane protein,511,252,430,283,0.120774916568908,0.84001700049475
grxA,STMMW_09231,D23580,983724,983987,-,glutaredoxin 1,229,138,201,136,0.0637427506825282,0.960306932520787
ybjC,STMMW_09241,D23580,984157,984447,+,putative putative membrane protein,369,178,280,163,-0.0936359101881565,0.92209803576309
mdaA,STMMW_09251,D23580,984494,985153,+,oxygen-insensitive NADPH nitroreductase,819,421,612,486,0.0552548819480448,0.92689735262143
rimK,STMMW_09261,D23580,985211,986113,+,ribosomal protein S6 modification protein,949,514,831,507,0.0659126263324773,0.903485879758008
ybjN,STMMW_09271,D23580,986210,986686,+,conserved hypothetical protein,508,286,382,280,-0.0557096927230244,0.944610826562208
potF,STMMW_09281,D23580,987035,988147,+,putrescine-binding periplasmic protein precursor,1006,511,905,617,0.221742700758861,0.348769865391852
potG,STMMW_09291,D23580,988235,989368,+,putrescine transport ATP-binding protein PotG,1315,669,977,791,0.0686283701124063,0.873121839590402
potH,STMMW_09301,D23580,989378,990331,+,putrescine transport system permease protein PotH,1242,650,1056,782,0.178580145407101,0.428597003314582
