"locus_tag","gene_name","gene_function","DNA_molecule","COG","description","theme","model","FDR","logFC","zscore","DE_rec"
"SL1344_0747","SL1344_0747","FecCD transport family","Chromosome","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.99400186441179,0.106361421209157,0.0815290037655923,"FDR>=0.05"
"SL1344_0749","gpmA","Belongs to the phosphoglycerate mutase family. BPG- dependent PGAM subfamily","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.64100048949438,-1.25623259234988,-0.962937412717982,"FDR>=0.05"
"SL1344_0750","galM","Converts alpha-aldose to the beta-anomer","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.432276651800083,-0.785668956946252,-0.602237226817586,"FDR>=0.05"
"SL1344_0751","galK","Catalyzes the transfer of the gamma-phosphate of ATP to D-galactose to form alpha-D-galactose-1-phosphate (Gal-1-P)","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Phox-spleen",0.910848066697923,-0.725515454919375,-0.556127885314724,"FDR>=0.05"
"SL1344_0752","galT","Galactose-1-phosphate uridyl transferase, C-terminal domain","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.85718187961796,-0.720325176396846,-0.552149391680499,"FDR>=0.05"
"SL1344_0753","galE","Polysaccharide biosynthesis protein","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.000651168990434477,-2.6276076120963,-2.01413471600598,"Attenuated"
"SL1344_0754","SL1344_0754","Protein of unknown function (DUF2167)","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.681138831144794,-0.485448261004172,-0.372109667673395,"FDR>=0.05"
"SL1344_0756","modE","TOBE domain","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.994479596260279,0.106539317218928,0.0816653660319631,"FDR>=0.05"
"SL1344_0757","ybhT","AcrA-AcrB-AcrZ-TolC is a drug efflux protein complex with a broad substrate specificity. This protein binds to AcrB and is required for efflux of some but not all substrates, suggesting it may influence the specificity of drug export","Chromosome","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.98048630995855,0.317392510937386,0.243290235549778,"FDR>=0.05"
"SL1344_0758","modA","Bacterial extracellular solute-binding protein","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-spleen",0.993028307167897,0.138714532645989,0.106328568440223,"FDR>=0.05"
"SL1344_0760","modC","Part of the ABC transporter complex ModABC involved in molybdenum import. Responsible for energy coupling to the transport system","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-spleen",0.935137128960497,0.538947537706658,0.413118359378973,"FDR>=0.05"
"SL1344_0761","ybhA","Sucrose-6F-phosphate phosphohydrolase","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.972504756647745,0.395043535864901,0.30281191767612,"FDR>=0.05"
"SL1344_0762","ybhE","Catalyzes the hydrolysis of 6-phosphogluconolactone to 6-phosphogluconate","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Phox-spleen",0.985878723822165,-0.0361291660564829,-0.0276940161383732,"FDR>=0.05"
"SL1344_0764","hutI","Amidohydrolase family","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Phox-spleen",0.801411428083123,0.351368119466594,0.269333489619023,"FDR>=0.05"
"SL1344_0766","hutC","UTRA domain","Chromosome","K","Transcription","Information storage and processing","Phox-spleen",0.556030837238285,0.929956941819963,0.712838002252559,"FDR>=0.05"
"SL1344_0767","hutU","Catalyzes the conversion of urocanate to 4-imidazolone- 5-propionate","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.082941473935764,1.21797983925336,0.933615607727076,"FDR>=0.05"
"SL1344_0768","hutH","Aromatic amino acid lyase","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.998867437585514,0.0547018763454871,0.0419305179627688,"FDR>=0.05"
"SL1344_0770","bioA","Catalyzes the transfer of the alpha-amino group from S- adenosyl-L-methionine (SAM) to 7-keto-8-aminopelargonic acid (KAPA) to form 7,8-diaminopelargonic acid (DAPA). It is the only animotransferase known to utilize SAM as an amino donor","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.99400186441179,0.128393380817797,0.0984171169317742,"FDR>=0.05"
"SL1344_0771","bioB","Catalyzes the conversion of dethiobiotin (DTB) to biotin by the insertion of a sulfur atom into dethiobiotin via a radical- based mechanism","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.940472229646142,0.166528738054619,0.127648934713233,"FDR>=0.05"
"SL1344_0772","bioF","Catalyzes the decarboxylative condensation of pimeloyl- acyl-carrier protein and L-alanine to produce 8-amino-7- oxononanoate (AON), acyl-carrier protein , and carbon dioxide","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.993614942857309,-0.131494117856915,-0.100793918584708,"FDR>=0.05"
"SL1344_0775","uvrB","damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate and the UvrB-DNA preincision complex is formed. This complex is subsequently bound by UvrC and the second UvrB is released. If no lesion is found, the DNA wraps around the other UvrB subunit that will check the other stand for damage","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Phox-spleen",0.629788726334963,0.534079805552865,0.409387106556428,"FDR>=0.05"
"SL1344_0776","slrP","Type III secretion system leucine rich repeat protein","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.284289616537625,1.03155640687797,0.79071683345967,"FDR>=0.05"
"SL1344_0777","ybhK","Required for morphogenesis under gluconeogenic growth conditions","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.994479596260279,0.118374529457393,0.0907373871857508,"FDR>=0.05"
"SL1344_0778","moaA","Catalyzes the cyclization of GTP to (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.951135397295467,0.531407252148815,0.407338519633976,"FDR>=0.05"
"SL1344_0780","moaC","Catalyzes the conversion of (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate to cyclic pyranopterin monophosphate (cPMP)","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.963467103643539,-0.49158619416506,-0.376814565089187,"FDR>=0.05"
"SL1344_0783","ybhL","Inhibitor of apoptosis-promoting Bax1","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.475742826590075,0.657661867282015,0.50411621285769,"FDR>=0.05"
"SL1344_0784","ybhM","Inhibitor of apoptosis-promoting Bax1","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.679134702094643,0.900652855806903,0.690375600831579,"FDR>=0.05"
"SL1344_0785","SL1344_0785","hypothetical inner membrane protein","Chromosome",NA,"no category","no theme","Phox-spleen",0.117369500923159,1.20725512075931,0.925394811083462,"FDR>=0.05"
"SL1344_0787","ybhN","Lysylphosphatidylglycerol synthase TM region","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.964546911402346,-0.438143990012233,-0.335849621088963,"FDR>=0.05"
"SL1344_0791","ybhR","ABC-2 family transporter protein","Chromosome","V","Defense mechanisms","Cellular processes and signaling","Phox-spleen",0.995125012877387,-0.0982516398058977,-0.0753126295290704,"FDR>=0.05"
"SL1344_0792","ybhS","ABC-2 family transporter protein","Chromosome","V","Defense mechanisms","Cellular processes and signaling","Phox-spleen",0.629364483722892,-0.513018128608122,-0.393242742186184,"FDR>=0.05"
"SL1344_0793","ybhF","AAA domain, putative AbiEii toxin, Type IV TA system","Chromosome","V","Defense mechanisms","Cellular processes and signaling","Phox-spleen",0.826686529895568,0.284962280506817,0.218431557009807,"FDR>=0.05"
"SL1344_0794","SL1344_0794","Barrel-sandwich domain of CusB or HlyD membrane-fusion","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.605409624132624,0.88790246114389,0.680602066756199,"FDR>=0.05"
"SL1344_0796","rhlE","DEAD-box RNA helicase involved in ribosome assembly. Has RNA-dependent ATPase activity and unwinds double-stranded RNA","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Phox-spleen",0.955106764811192,0.514814650601639,0.394619826534149,"FDR>=0.05"
"SL1344_0797","dinG","HELICc2","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Phox-spleen",0.123087541280516,-1.42772698162448,-1.09439265795631,"FDR>=0.05"
"SL1344_0802","ybiO","Mechanosensitive ion channel","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.925380796243146,0.132134093595875,0.101284477885613,"FDR>=0.05"
"SL1344_0803","glnQ","ABC transporter","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.783385203749162,0.753081292120347,0.57725787041092,"FDR>=0.05"
"SL1344_0804","glnP","Binding-protein-dependent transport system inner membrane component","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-spleen",0.915335708716661,0.586558352082889,0.449613380039983,"FDR>=0.05"
"SL1344_0805","glnH","Ligated ion channel L-glutamate- and glycine-binding site","Chromosome","ET","Amino acid transport and metabolism;Signal transduction mechanisms","Metabolism;Cellular processes and signaling","Phox-spleen",0.586387716461966,0.550381341997955,0.421882690115839,"FDR>=0.05"
"SL1344_0806","dps","During stationary phase, binds the chromosome non- specifically, forming a highly ordered and stable dps-DNA co- crystal within which chromosomal DNA is condensed and protected from diverse damages. It protects DNA from oxidative damage by sequestering intracellular Fe(2 ) ion and storing it in the form of Fe(3 ) oxyhydroxide mineral, which can be released after reduction. One hydrogen peroxide oxidizes two Fe(2 ) ions, which prevents hydroxyl radical production by the Fenton reaction","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-spleen",0.988369206293153,0.194479966742243,0.149074333161463,"FDR>=0.05"
"SL1344_0807","ybiF","EamA-like transporter family","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.847602874774701,-0.254307201938465,-0.194933582014541,"FDR>=0.05"
"SL1344_0811","ybiR","Sodium:sulfate symporter transmembrane region","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-spleen",0.983333687659721,0.288994567182049,0.22152241750971,"FDR>=0.05"
"SL1344_0812","ybiS","L,D-transpeptidase catalytic domain","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.999304589921669,0.0162204667969846,0.0124334414070162,"FDR>=0.05"
"SL1344_0813","ybiT","ABC transporter","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.988369206293153,-0.285572076271804,-0.218898982516674,"FDR>=0.05"
"SL1344_0814","SL1344_0814","Domain of unknown function (DUF4261)","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.829284472668726,-0.26989480560448,-0.206881916133582,"FDR>=0.05"
"SL1344_0815","ybiV(2)","Sucrose-6F-phosphate phosphohydrolase","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.856391862758904,-0.247078164159378,-0.189392322396039,"FDR>=0.05"
"SL1344_0818","ybiV(1)","Sucrose-6F-phosphate phosphohydrolase","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.964546911402346,0.396652346650588,0.304045116133919,"FDR>=0.05"
"SL1344_0819","pflF","Pyruvate formate lyase-like","Chromosome","C","Energy production and conversion","Metabolism","Phox-spleen",0.915335708716661,-0.643741645546964,-0.493445973617251,"FDR>=0.05"
"SL1344_0820","pflE","4Fe-4S single cluster domain","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.784689327936513,0.363643855132913,0.278743184299547,"FDR>=0.05"
"SL1344_0821","moeB","ThiF family","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.98048630995855,0.405019891863568,0.310459073538985,"FDR>=0.05"
"SL1344_0824","yliA","Oligopeptide/dipeptide transporter, C-terminal region","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-spleen",0.974165979876778,-0.411869821705062,-0.315709736321527,"FDR>=0.05"
"SL1344_0825","yliB","Bacterial extracellular solute-binding proteins, family 5 Middle","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.593300931140312,0.903848508522395,0.692825158004781,"FDR>=0.05"
"SL1344_0827","yliD","N-terminal TM domain of oligopeptide transport permease C","Chromosome","EP","Amino acid transport and metabolism;Inorganic ion transport and metabolism","Metabolism","Phox-spleen",0.230591851326642,1.11744656320231,0.85655404020989,"FDR>=0.05"
"SL1344_0828","rimO","Catalyzes the methylthiolation of an aspartic acid residue of ribosomal protein S12","Chromosome","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","Phox-spleen",0.954805632395772,0.496537448147826,0.380609839729336,"FDR>=0.05"
"SL1344_0829","bssR","Biofilm formation protein (YliH/bssR)","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.525947642162961,-0.680271344199216,-0.521447009191219,"FDR>=0.05"
"SL1344_0832","SL1344_0832","Electron transfer flavoprotein","Chromosome","C","Energy production and conversion","Metabolism","Phox-spleen",0.414811713090991,-0.767187716125499,-0.588070838898559,"FDR>=0.05"
"SL1344_0833","SL1344_0833","Catalyzes the reduction of crotonobetainyl-CoA to gamma- butyrobetainyl-CoA","Chromosome","I","Lipid transport and metabolism","Metabolism","Phox-spleen",0.739538461798222,-0.396331763068884,-0.303799379853388,"FDR>=0.05"
"SL1344_0834","SL1344_0834","Electron transfer flavoprotein-ubiquinone oxidoreductase","Chromosome","C","Energy production and conversion","Metabolism","Phox-spleen",0.115158899590206,-1.2221055007345,-0.936778042626945,"FDR>=0.05"
"SL1344_0835","SL1344_0835","transcriptional regulator","Chromosome","K","Transcription","Information storage and processing","Phox-spleen",0.240478290193202,0.999376509116499,0.766050041911143,"FDR>=0.05"
"SL1344_0836","SL1344_0836","COG2610 H gluconate symporter and related permeases","Chromosome","EG","Amino acid transport and metabolism;Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.0785993736151719,1.38426837890789,1.06108042364947,"FDR>=0.05"
