"locus_tag","gene_name","gene_function","DNA_molecule","COG","description","theme","model","FDR","logFC","zscore"
"SL1344_0770","bioA","Catalyzes the transfer of the alpha-amino group from S- adenosyl-L-methionine (SAM) to 7-keto-8-aminopelargonic acid (KAPA) to form 7,8-diaminopelargonic acid (DAPA). It is the only animotransferase known to utilize SAM as an amino donor","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-liver",0.999204941602324,0.0696072712615115,0.0592924329244769
"SL1344_0771","bioB","Catalyzes the conversion of dethiobiotin (DTB) to biotin by the insertion of a sulfur atom into dethiobiotin via a radical- based mechanism","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-liver",0.852196759096365,0.273212192288676,0.232725910552722
"SL1344_0772","bioF","Catalyzes the decarboxylative condensation of pimeloyl- acyl-carrier protein and L-alanine to produce 8-amino-7- oxononanoate (AON), acyl-carrier protein , and carbon dioxide","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-liver",0.999204941602324,-0.0311611942954646,-0.0265435347360333
"SL1344_0775","uvrB","damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate and the UvrB-DNA preincision complex is formed. This complex is subsequently bound by UvrC and the second UvrB is released. If no lesion is found, the DNA wraps around the other UvrB subunit that will check the other stand for damage","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Phox-liver",0.726552311557036,0.342455762995807,0.291708538332789
"SL1344_0776","slrP","Type III secretion system leucine rich repeat protein","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.31640627086726,0.909109998589727,0.7743924253235
"SL1344_0777","ybhK","Required for morphogenesis under gluconeogenic growth conditions","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.999204941602324,-0.0537716320441005,-0.0458034172067507
"SL1344_0778","moaA","Catalyzes the cyclization of GTP to (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-liver",0.999204941602324,0.24400614901066,0.20784780039746
"SL1344_0780","moaC","Catalyzes the conversion of (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate to cyclic pyranopterin monophosphate (cPMP)","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-liver",0.999204941602324,-0.369841675673706,-0.315036236159492
"SL1344_0783","ybhL","Inhibitor of apoptosis-promoting Bax1","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.661690828767064,0.421764828417946,0.359265093224566
"SL1344_0784","ybhM","Inhibitor of apoptosis-promoting Bax1","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.827566411602163,0.2264609441552,0.192902553109569
"SL1344_0785","SL1344_0785","hypothetical inner membrane protein","Chromosome",NA,"no category","no theme","Phox-liver",0.240645529390074,0.99152061253052,0.844590921986179
"SL1344_0787","ybhN","Lysylphosphatidylglycerol synthase TM region","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.999204941602324,0.579604487672598,0.493715090179891
"SL1344_0791","ybhR","ABC-2 family transporter protein","Chromosome","V","Defense mechanisms","Cellular processes and signaling","Phox-liver",0.999204941602324,0.0317321631131322,0.0270298938434941
"SL1344_0792","ybhS","ABC-2 family transporter protein","Chromosome","V","Defense mechanisms","Cellular processes and signaling","Phox-liver",0.446980574468879,-0.722647989719446,-0.615561516518467
"SL1344_0793","ybhF","AAA domain, putative AbiEii toxin, Type IV TA system","Chromosome","V","Defense mechanisms","Cellular processes and signaling","Phox-liver",0.598216470183058,0.504211502990001,0.429494306829909
"SL1344_0794","SL1344_0794","Barrel-sandwich domain of CusB or HlyD membrane-fusion","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-liver",0.436337513475153,0.715556348831425,0.609520759079524
"SL1344_0796","rhlE","DEAD-box RNA helicase involved in ribosome assembly. Has RNA-dependent ATPase activity and unwinds double-stranded RNA","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Phox-liver",0.999204941602324,0.577500983161322,0.491923296048606
"SL1344_0797","dinG","HELICc2","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Phox-liver",0.31640627086726,-1.04531770359702,-0.890416025539063
"SL1344_0802","ybiO","Mechanosensitive ion channel","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-liver",0.782240412024683,0.28058302023669,0.239004483376868
"SL1344_0803","glnQ","ABC transporter","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-liver",0.999204941602324,0.540381976222881,0.460304814398146
"SL1344_0804","glnP","Binding-protein-dependent transport system inner membrane component","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-liver",0.999204941602324,0.221649977788544,0.188804505658101
"SL1344_0805","glnH","Ligated ion channel L-glutamate- and glycine-binding site","Chromosome","ET","Amino acid transport and metabolism;Signal transduction mechanisms","Metabolism;Cellular processes and signaling","Phox-liver",0.707525520459266,0.362753571525434,0.308998491364208
"SL1344_0806","dps","During stationary phase, binds the chromosome non- specifically, forming a highly ordered and stable dps-DNA co- crystal within which chromosomal DNA is condensed and protected from diverse damages. It protects DNA from oxidative damage by sequestering intracellular Fe(2 ) ion and storing it in the form of Fe(3 ) oxyhydroxide mineral, which can be released after reduction. One hydrogen peroxide oxidizes two Fe(2 ) ions, which prevents hydroxyl radical production by the Fenton reaction","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-liver",0.999204941602324,0.145580338953656,0.124007338976167
"SL1344_0807","ybiF","EamA-like transporter family","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.931881170197643,0.0996429105678792,0.0848772044094253
"SL1344_0811","ybiR","Sodium:sulfate symporter transmembrane region","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-liver",0.999204941602324,0.0391852301568672,0.0333785190627193
"SL1344_0812","ybiS","L,D-transpeptidase catalytic domain","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.999204941602324,-0.58768091136258,-0.500594699180922
"SL1344_0813","ybiT","ABC transporter","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.999204941602324,-0.0682844699824177,-0.0581656525653041
"SL1344_0814","SL1344_0814","Domain of unknown function (DUF4261)","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.711605025079753,-0.388687325112887,-0.331089220065337
"SL1344_0815","ybiV(2)","Sucrose-6F-phosphate phosphohydrolase","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.832981695197311,0.211248296619148,0.179944210291528
"SL1344_0818","ybiV(1)","Sucrose-6F-phosphate phosphohydrolase","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.937814114460251,0.667443202312787,0.568537317823449
"SL1344_0819","pflF","Pyruvate formate lyase-like","Chromosome","C","Energy production and conversion","Metabolism","Phox-liver",0.961250725612982,0.656457073450953,0.559179181858131
"SL1344_0820","pflE","4Fe-4S single cluster domain","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-liver",0.465312349730189,0.679732638066401,0.579005628560171
"SL1344_0821","moeB","ThiF family","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-liver",0.999204941602324,0.16167226666484,0.137714664764823
"SL1344_0824","yliA","Oligopeptide/dipeptide transporter, C-terminal region","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-liver",0.999204941602324,-0.432071440892837,-0.36804440776701
"SL1344_0825","yliB","Bacterial extracellular solute-binding proteins, family 5 Middle","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-liver",0.999204941602324,0.241688131052301,0.20587328075572
"SL1344_0827","yliD","N-terminal TM domain of oligopeptide transport permease C","Chromosome","EP","Amino acid transport and metabolism;Inorganic ion transport and metabolism","Metabolism","Phox-liver",0.999204941602324,0.415433519928698,0.353871997401106
"SL1344_0828","rimO","Catalyzes the methylthiolation of an aspartic acid residue of ribosomal protein S12","Chromosome","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","Phox-liver",0.999204941602324,0.379256350974477,0.323055786325156
"SL1344_0829","bssR","Biofilm formation protein (YliH/bssR)","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.729737872333993,-0.356367862543226,-0.303559056451146
"SL1344_0832","SL1344_0832","Electron transfer flavoprotein","Chromosome","C","Energy production and conversion","Metabolism","Phox-liver",0.433717929200481,-0.727910443156583,-0.620044146878553
"SL1344_0833","SL1344_0833","Catalyzes the reduction of crotonobetainyl-CoA to gamma- butyrobetainyl-CoA","Chromosome","I","Lipid transport and metabolism","Metabolism","Phox-liver",0.626176343412918,-0.490696156790602,-0.417981748681087
"SL1344_0834","SL1344_0834","Electron transfer flavoprotein-ubiquinone oxidoreductase","Chromosome","C","Energy production and conversion","Metabolism","Phox-liver",0.33706405002254,-0.865334042655761,-0.737103462778653
"SL1344_0835","SL1344_0835","transcriptional regulator","Chromosome","K","Transcription","Information storage and processing","Phox-liver",0.182002554123555,1.11910091766888,0.95326558409843
"SL1344_0836","SL1344_0836","COG2610 H gluconate symporter and related permeases","Chromosome","EG","Amino acid transport and metabolism;Carbohydrate transport and metabolism","Metabolism","Phox-liver",0.506741905902916,0.677305493990563,0.576938153787686
"SL1344_0838","yliJ","Glutathione S-transferase, C-terminal domain","Chromosome","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Phox-liver",0.999204941602324,0.171460476368555,0.146052396682626
"SL1344_0840","deoR","DeoR C terminal sensor domain","Chromosome","K","Transcription","Information storage and processing","Phox-liver",0.999204941602324,0.200086756736178,0.170436656801052
"SL1344_0841","ybjG","PAP2 superfamily","Chromosome","I","Lipid transport and metabolism","Metabolism","Phox-liver",0.999204941602324,0.11169228216303,0.0951410251876234
"SL1344_0842","mdfA","Sugar (and other) transporter","Chromosome","EGP","Amino acid transport and metabolism;Carbohydrate transport and metabolism;Inorganic ion transport and metabolism","Metabolism","Phox-liver",0.999204941602324,0.638220136080279,0.543644707280955
"SL1344_0843","SL1344_0843","Sucrose-6F-phosphate phosphohydrolase","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.711605025079753,0.372835727904741,0.317586611111184
"SL1344_0845","SL1344_0845","Bacterial regulatory proteins, tetR family","Chromosome","K","Transcription","Information storage and processing","Phox-liver",0.999204941602324,-0.160441399389577,-0.136666195057064
"SL1344_0846","SL1344_0846","Predicted Permease Membrane Region","Chromosome","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-liver",0.999204941602324,0.140977446839803,0.120086532040726
"SL1344_0847","ybjM","Putative inner membrane protein of Enterobacteriaceae","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.999204941602324,0.0218622121067539,0.018622533557599
"SL1344_0850","mdaA","Nitroreductase family","Chromosome","C","Energy production and conversion","Metabolism","Phox-liver",0.999204941602324,-0.0504948861457637,-0.0430122398934243
"SL1344_0852","rimK","Is an L-glutamate ligase that catalyzes the ATP- dependent post-translational addition of glutamate residues to the C-terminus of ribosomal protein S6 (RpsF). Is also able to catalyze the synthesis of poly-alpha-glutamate in vitro, via ATP hydrolysis from unprotected glutamate as substrate. The number of glutamate residues added to either RpsF or to poly-alpha-glutamate changes with pH","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Phox-liver",0.956794558232255,0.68478193464891,0.583306688973952
"SL1344_0853","ybjN","Putative bacterial sensory transduction regulator","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.999204941602324,-0.108377020456255,-0.0923170395778796
"SL1344_0855","potG","Part of the ABC transporter complex PotABCD involved in spermidine putrescine import. Responsible for energy coupling to the transport system","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-liver",0.999204941602324,0.513113775132863,0.437077384924193
