"s1480_tag","old_locus","locus_tag","s1480geneID","gene_name","gene_function","type","SPI","model","DE","logFC","logCPM","LR","PValue","FDR","zscore"
"STM14_2818","STM14_2818","SL1344_2252","glpT","glpT","sn-glycerol-3-phosphate transporter","protein_coding","-","HeLa","FDR>=0.1",0.771206853144459,8.50462850668728,11.2630706776428,0.0168571086902276,0.114582696705508,0.476109143645232
"STM14_3739","STM14_3739","SL1344_3070","gshB","gshB","glutathione synthetase","protein_coding","-","HeLa","FDR>=0.1",-0.975593970476961,7.2315945847912,11.2603958748521,0.0168650787216293,0.114582696705508,-0.602288747740461
"STM14_4043","STM14_4043","SL1344_3323","oadB","oadB2","putative sodium ion pump oxaloacetate decarboxylase beta chain","protein_coding","-","HeLa","FDR>=0.1",4.68248182681674,9.45449215386314,11.2528762586968,0.0168875122083196,0.114582696705508,2.89075804190563
"STM14_4463","STM14_4463","SL1344_3669","yibN","yibN","putative rhodanese-like sulfurtransferase","protein_coding","-","HeLa","FDR>=0.1",-3.41278144196503,1.73121326258476,14.5579828573329,0.0168985813254422,0.114582696705508,-2.10690094772531
"STM14_4187","STM14_4187","SL1344_3444","cysG","cysG","siroheme synthase","protein_coding","-","HeLa","FDR>=0.1",-1.73326457200048,6.6943984490325,11.2391188463407,0.0169286603828508,0.114582696705508,-1.07004120583352
"STM14_2839","STM14_2839","SL1344_2270","arnT","arnT","4-amino-4-deoxy-L-arabinose transferase","protein_coding","-","HeLa","FDR>=0.1",1.38689426069006,9.85740794695822,11.214033640632,0.0170040419319171,0.114582696705508,0.856207431367243
"STM14_3656","STM14_3656","SL1344_3006","stdC","stdC","putative fimbrial chaparone","protein_coding","-","HeLa","FDR>=0.1",2.99938141298629,9.78127473769355,11.1970779041122,0.0170552533571445,0.114582696705508,1.85168597786674
"STM14_3506","STM14_3506","SL1344_2885","-","SL1344_2885","putative acetyltransferase","protein_coding","-","HeLa","FDR>=0.1",0.825199579820205,8.4786595914689,11.1924587483749,0.0170692409927228,0.114582696705508,0.509441875007573
"STM14_3077","STM14_3077","SL1344_2473","xseA","xseA","exodeoxyribonuclease VII large subunit","protein_coding","-","HeLa","FDR>=0.1",-2.94351214508763,6.38033810978555,17.4420896039937,0.0170706581705692,0.114582696705508,-1.81719475260485
"STM14_4926","STM14_4926","SL1344_4047","-","SL1344_4047","putative arylsulfate sulfotransferase","protein_coding","-","HeLa","FDR>=0.1",-0.840223019646416,8.28305991627865,11.1903342329309,0.0170756796531588,0.114582696705508,-0.518716685055096
"STM14_4145","STM14_4145","SL1344_3409","hopD","hopD","leader peptidase HopD","protein_coding","-","HeLa","FDR>=0.1",-1.56855594335159,7.84444774388999,11.1771951923363,0.0171155730408506,0.114582696705508,-0.968357353028963
"STM14_5266","STM14_5266","SL1344_4317","sgaB","sgaB","L-ascorbate-specific enzyme IIB component of PTS","protein_coding","-","HeLa","FDR>=0.1",0.822487557878472,7.84192212572457,11.151190656438,0.0171949042527525,0.114839033869383,0.507767592110629
"STM14_1787","STM14_1787","SL1344_1409","pntA","pntA","NAD(P) transhydrogenase subunit alpha","protein_coding","-","HeLa","FDR>=0.1",0.969867838190128,7.58169880494363,11.1210967955287,0.0172873369898414,0.114945870035535,0.598753685871693
"STM14_5373","STM14_5373","SL1344_4407","pepA","pepA","leucyl aminopeptidase","protein_coding","-","HeLa","FDR>=0.1",-0.974068110830651,7.48464845476617,11.1161455363998,0.0173026094721549,0.114945870035535,-0.601346749200685
"STM14_5228","STM14_5228","SL1344_4284","yjeP","yjeP","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",0.893487263452541,9.61389080075721,11.1087662335157,0.0173254055331335,0.114945870035535,0.551599683179459
"STM14_5097","STM14_5097","SL1344_4176","yjbJ","yjbJ","putative stress-response protein","protein_coding","-","HeLa","FDR>=0.1",-3.04550837255961,5.58965909022586,17.2434738331776,0.0173696402308959,0.114945870035535,-1.88016273106449
"STM14_0523","STM14_0523","SL1344_0437","cyoA","cyoA","cytochrome o ubiquinol oxidase subunit II","protein_coding","-","HeLa","FDR>=0.1",1.30908720634072,7.72411293062339,11.093770017189,0.0173718578541125,0.114945870035535,0.808172782991416
"STM14_0513","STM14_0513","SL1344_0428","apbA","apbA","2-dehydropantoate 2-reductase","protein_coding","-","HeLa","FDR>=0.1",2.95040798529737,9.57486119185008,11.0789019672376,0.0174180807722739,0.114945870035535,1.82145194062592
"STM14_4817","STM14_4817","SL1344_3952","glnG","glnG","nitrogen regulation protein NR(I)","protein_coding","-","HeLa","FDR>=0.1",-2.871266895033,6.48599070022064,17.2129968647903,0.0174250673340796,0.114945870035535,-1.77259371723321
"STM14_0584","STM14_0584","SL1344_0489","ybaP","ybaP","putative cytoplasmic protein","protein_coding","-","HeLa","FDR>=0.1",0.78109105671906,8.66820078736169,11.0732783002866,0.0174356077117191,0.114945870035535,0.482211215586542
"STM14_1200","STM14_1200","SL1344_0998","pyrD","pyrD","dihydroorotate dehydrogenase 2","protein_coding","-","HeLa","FDR>=0.1",-1.72878229374515,7.27711668576925,11.0717485448756,0.0174403795621894,0.114945870035535,-1.06727404465876
"STM14_2413","STM14_2413","SL1344_1919","vsr","vsr","DNA mismatch endonuclease","protein_coding","-","HeLa","FDR>=0.1",1.4629855622236,6.34052202291705,11.0639935374511,0.0174645975673494,0.114954230242908,0.903182849524217
"STM14_3085","STM14_3085","SL1344_2479","sinH","sinH","intimin-like protein","protein_coding","-","HeLa","FDR>=0.1",0.77949040138015,8.98096551174868,11.0361552916366,0.0175519115024507,0.115170884856669,0.4812230414805
"STM14_0885","STM14_0885","SL1344_0738","-","SL1344_0738","fumarate hydratase","protein_coding","-","HeLa","FDR>=0.1",1.32107913977472,6.41419738196121,11.032978421539,0.0175619134384704,0.115170884856669,0.81557607451383
"STM14_4060","STM14_4060","SL1344_3338","yhcR","yhcR","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",-3.26903358879265,1.62297070551202,14.2399613363957,0.0175887290186014,0.115170884856669,-2.01815735449128
"STM14_0854","STM14_0854","SL1344_0717","sdhB","sdhB","succinate dehydrogenase iron-sulfur subunit","protein_coding","-","HeLa","FDR>=0.1",-2.9600626506065,6.16687201812383,17.0945036760623,0.0176124771012594,0.115170884856669,-1.82741230575205
"STM14_3469","STM14_3469","SL1344_2850","orgA","orgA","needle complex assembly protein","protein_coding","SPI-1","HeLa","FDR>=0.1",-2.32962577973857,7.25585619823766,17.0788360148626,0.0176379654418615,0.11518718239672,-1.43820834900883
"STM14_5506","STM14_5506","SL1344_4512","gpmB","gpmB","phosphoglycerate mutase","protein_coding","-","HeLa","FDR>=0.1",0.858354212808302,7.67424862778857,10.9699361375997,0.0177620090589922,0.115695583064359,0.529910085132358
"STM14_3737","STM14_3737","SL1344_3068","endA","endA","DNA-specific endonuclease I","protein_coding","-","HeLa","FDR>=0.1",1.86819459482213,8.47786452186331,10.9314486851469,0.0178856967612769,0.115969797391158,1.15334105898668
"STM14_5147","STM14_5147","SL1344_4217","nrfE","nrfE","formate-dependent nitrite reductase","protein_coding","-","HeLa","FDR>=0.1",1.89059391610663,10.0999097834597,10.9285928152806,0.0178949214116889,0.115969797391158,1.16716941337891
"STM14_4433","STM14_4433","SL1344_3641","sgbU","sgbU","putative L-xylulose 5-phosphate 3-epimerase","protein_coding","-","HeLa","FDR>=0.1",-2.29554045258085,5.26134511156653,10.9120669945009,0.0179484283628987,0.115969797391158,-1.41716556929576
"STM14_5202","STM14_5202","SL1344_4263","aspA","aspA","aspartate ammonia-lyase","protein_coding","-","HeLa","FDR>=0.1",-1.10878586263491,8.55276906404625,10.9033316648797,0.0179767994870077,0.115969797391158,-0.684515555577101
"STM14_2590","STM14_2590","SL1344_2073","rfbD","rfbD","dTDP-4-dehydrorhamnose reductase","protein_coding","-","HeLa","FDR>=0.1",0.824605857299839,7.70636723072892,10.9023982996739,0.0179798345373156,0.115969797391158,0.509075336873761
"STM14_1073","STM14_1073","SL1344_0889","-","SL1344_0889","putative cytoplasmic protein","protein_coding","-","HeLa","FDR>=0.1",1.17314629469568,6.81004829653992,10.8957369404164,0.0180015157483518,0.115969797391158,0.72424885160287
"STM14_4675","STM14_4675","SL1344_3845","yieM","yieM","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",1.3919305818901,9.14327847380358,10.8854077055975,0.0180352055394716,0.115969797391158,0.859316634253468
"STM14_0559","STM14_0559","SL1344_0468","acrB","acrB","acridine efflux pump","protein_coding","-","HeLa","FDR>=0.1",-1.88999630854811,8.30832514182866,16.8294139425525,0.0180445473642537,0.115969797391158,-1.16680047679366
"STM14_3637","STM14_3637","SL1344_2990","-","SL1344_2990","putative transcriptional regulator","protein_coding","-","HeLa","FDR>=0.1",-1.37147014831259,6.62633595626408,10.8689962458128,0.0180889099445309,0.115969797391158,-0.846685263734029
"STM14_0848","STM14_0848","SL1344_0711","abrB","abrB","putative transport protein","protein_coding","-","HeLa","FDR>=0.1",1.0109186710834,8.38314152029235,10.8649831034623,0.0181020755779885,0.115969797391158,0.624096662033081
"STM14_0631","STM14_0631","SL1344_0534","ybcJ","ybcJ","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",-2.2637463775184,2.36373398306093,12.4295308554609,0.0181050871550979,0.115969797391158,-1.39753730770906
"STM14_1697","STM14_1697","SL1344_1335","sseD","sseD","translocation machinery component","protein_coding","SPI-2","HeLa","FDR>=0.1",2.21334642257609,8.04374531420231,10.824577060047,0.0182353630808015,0.116383743649631,1.3664225953728
"STM14_3488","STM14_3488","SL1344_2868","spaQ","spaQ","needle complex export protein","protein_coding","SPI-1","HeLa","FDR>=0.1",-3.00344552604845,5.01538661672723,16.6717555021851,0.018247789297879,0.116383743649631,-1.85419498226914
"STM14_2737","STM14_2737","SL1344_2191","spr","spr","putative outer membrane lipoprotein","protein_coding","-","HeLa","FDR>=0.1",-1.09689432613943,6.32143909132562,10.8181391292172,0.0182567232533895,0.116383743649631,-0.677174244702587
"STM14_2956","STM14_2956","SL1344_2371","glk","glk","glucokinase","protein_coding","-","HeLa","FDR>=0.1",0.857475395351707,8.28209688811596,10.8123534288134,0.0182759485024392,0.116383743649631,0.529367541941807
"STM14_2439","STM14_2439","SL1344_1939","-","SL1344_1939","hypothetical protein","pseudogene","-","HeLa","FDR>=0.1",2.86538836766193,8.07820018867739,10.8093658628851,0.0182858866544738,0.116383743649631,1.76896457335162
"STM14_2622","STM14_2622","SL1344_2102","yegD","yegD","putative chaperone","protein_coding","-","HeLa","FDR>=0.1",0.798143478703707,7.79118097316261,10.796785263175,0.0183278169425488,0.116502582570085,0.492738629853005
"STM14_1752","STM14_1752","SL1344_1385","nth","nth","endonuclease III","protein_coding","-","HeLa","FDR>=0.1",2.98657479408526,8.9392745088356,10.7795646295636,0.0183854247660633,0.11665297583901,1.84377973541946
"STM14_3130","STM14_3130","SL1344_2514","-","SL1344_2514","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",0.963327656067567,8.58824275345701,10.7567921498694,0.0184619844726146,0.11665297583901,0.594716065488834
"STM14_1824","STM14_1824","SL1344_1440","ydfH","ydfH","putative regulatory protein","protein_coding","-","HeLa","FDR>=0.1",-2.2097084440015,5.7331209065217,10.7514764331069,0.0184799180905601,0.11665297583901,-1.3641766676341
"STM14_4947","STM14_4947","SL1344_4064","pflC","pflC","pyruvate formate lyase II activase","protein_coding","-","HeLa","FDR>=0.1",0.757534787357504,8.33607818817451,10.7067011812616,0.0186319222721096,0.117245350076629,0.467668612408836
"STM14_4650","STM14_4650","SL1344_3822","pstA","pstA","phosphate transporter permease subunit","protein_coding","-","HeLa","FDR>=0.1",-2.04113238863105,5.77282888420746,10.6309506078378,0.0188929849470449,0.11865786847467,-1.26010523591087
"STM14_0926","STM14_0926","SL1344_0775","uvrB","uvrB","excinuclease ABC subunit B","protein_coding","-","HeLa","FDR>=0.1",1.46036849765656,9.59434943634936,10.6121481386771,0.018958555993025,0.11865786847467,0.90156718912805
"STM14_0811","STM14_0811","SL1344_0677","ybfE","ybfE","LexA regulated protein","protein_coding","-","HeLa","FDR>=0.1",2.20701932540783,5.68618897999274,16.2964952347643,0.0189636110660709,0.11865786847467,1.36251652425549
"STnc3610","STnc3610","ncRNA0331","STnc3610","STnc3610","Overlap",NA,"-","HeLa","FDR>=0.1",-1.02518147476107,6.68919039358432,10.6038846563897,0.018987471847209,0.11865786847467,-0.632901888824399
"STM14_2892","STM14_2892","SL1344_2315","-","SL1344_2315","putative NTP pyrophosphohydrolase","protein_coding","-","HeLa","FDR>=0.1",1.38639571805726,6.80503672518922,10.6025745979805,0.0189920615644408,0.11865786847467,0.855899653103856
"STM14_0687","STM14_0687","SL1344_0577","fepE","fepE","ferric enterobactin transport protein FepE","protein_coding","-","HeLa","FDR>=0.1",0.738087064033592,8.57223780929829,10.6007305178939,0.0189985247587713,0.11865786847467,0.455662444595565
"STM14_5146","STM14_5146","SL1344_4216","nrfD","nrfD","putative formate-dependent nitrate reductase","protein_coding","-","HeLa","FDR>=0.1",1.67411085528543,8.89830848953366,10.583967465001,0.0190574141365969,0.118877443848336,1.03352230653458
"STM14_0220","STM14_0220","SL1344_0187","dksA","dksA","DnaK transcriptional regulator DksA","protein_coding","-","HeLa","FDR>=0.1",-1.62935830443767,5.24567747226111,10.5771680141694,0.0190813718220018,0.118878845095034,-1.00589405274872
"STnc4260","STnc4260","ncRNA0375","STnc4260","STnc4260","Intergenic",NA,"-","HeLa","FDR>=0.1",4.04653020879945,5.70654839439724,10.5636565853408,0.019129100912353,0.118926063937364,2.49814952316715
"STM14_3594","STM14_3594","SL1344_2960","ygdE","ygdE","putative RNA 2'-O-ribose methyltransferase","protein_coding","-","HeLa","FDR>=0.1",3.35117415858363,10.2343033739829,10.5615842196971,0.0191364359220434,0.118926063937364,2.06886732443289
"STM14_2482","STM14_2482","SL1344_1974","-","SL1344_1974","endodeoxyribonuclease","protein_coding","-","HeLa","FDR>=0.1",1.47144573756902,7.80629231413301,10.5458348657641,0.0191923052053643,0.119125473077658,0.908405789157563
"STM14_2977","STM14_2977","SL1344_2385","-","flhAb","xanthosine phosphorylase","protein_coding","-","HeLa","FDR>=0.1",2.45520048606582,8.45202711970837,10.5278060392097,0.019256533859638,0.119376210523424,1.51573264180939
"STM14_1812","STM14_1812","SL1344_1430","ynfD","ynfD","putative outer membrane protein","protein_coding","-","HeLa","FDR>=0.1",1.48203304996804,7.22143509643841,10.5052959328082,0.0193371391114468,0.119505336487502,0.914941929518932
"STM14_2267","STM14_2267","SL1344_1801","-","SL1344_1801","hypothetical protein","pseudogene","-","HeLa","FDR>=0.1",-1.34317637104889,4.50249617050179,10.5020118016271,0.0193489374907894,0.119505336487502,-0.829217931839111
"STnc3540","STnc3540","ncRNA0327","STnc3540","STnc3540","Overlap",NA,"-","HeLa","FDR>=0.1",1.3527416352756,7.64896331688464,10.4902569347073,0.019391247818007,0.119619162956154,0.835123104674585
"STM14_4957","STM14_4957","SL1344_4072","argB","argB","acetylglutamate kinase","protein_coding","-","HeLa","FDR>=0.1",1.80167883946789,8.75775536800787,10.4556832370874,0.0195164250040639,0.120036346663611,1.11227716128984
"STnc3510","STnc3510","ncRNA0326","STnc3510","STnc3510","Overlap",NA,"-","HeLa","FDR>=0.1",-2.53151957505431,3.41044678788055,10.4530749830656,0.0195259130386891,0.120036346663611,-1.56284868590824
"STM14_5248","STM14_5248","SL1344_4299","purA","purA","adenylosuccinate synthetase","protein_coding","-","HeLa","FDR>=0.1",-3.3849222720236,5.22771909836185,15.935760434432,0.0195547332556412,0.120036346663611,-2.08970192324906
"STM14_3719","STM14_3719","SL1344_3053","yggG","yggG","putative Zn-dependent protease","protein_coding","-","HeLa","FDR>=0.1",2.31573121388033,8.67999727127693,10.4070729788734,0.0196942923359329,0.120745055459838,1.42963045602835
"STM14_0383","STM14_0383","SL1344_0322","-","SL1344_0322","putative cytoplasmic protein","protein_coding","-","HeLa","FDR>=0.1",-1.61036880083405,5.0077387924202,10.3817026103248,0.0197880017330482,0.121146715041842,-0.994170769608659
"STM14_4835","STM14_4835","SL1344_3968","yihT","yihT","putative aldolase","protein_coding","-","HeLa","FDR>=0.1",-1.11735167630414,6.77174541887446,10.3762618258923,0.019808177204885,0.121146715041842,-0.689803711658771
"STM14_4573","STM14_4573","SL1344_3758","-","SL1344_3758","putative L-fucose permease","protein_coding","-","HeLa","FDR>=0.1",2.58313119821755,10.900505582609,10.3611769004114,0.0198642618063538,0.121341569985398,1.59471142883668
"STM14_2678","STM14_2678","SL1344_2149","yohF","yohF","acetoin dehydrogenase","protein_coding","-","HeLa","FDR>=0.1",2.03713844321177,6.77080769946299,15.7409098718073,0.0200015668497515,0.12175183409003,1.25763954992067
"STM14_3465","STM14_3465","SL1344_2847","hilC","hilC","invasion regulatory protein","protein_coding","SPI-1","HeLa","FDR>=0.1",-3.02878627898303,5.52359652404259,15.6964400677641,0.0200779669956719,0.12175183409003,-1.86983924700799
"STM14_4507","STM14_4507","SL1344_3708","spoT","spoT","bifunctional (p)ppGpp synthetase II/ guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase","protein_coding","-","HeLa","FDR>=0.1",-1.59541770456903,6.78335453839586,10.2763198177148,0.0201838212298355,0.12175183409003,-0.984940621289473
"STM14_3899","STM14_3899","SL1344_3193","ygjO","ygjO","putative methyltransferase","protein_coding","-","HeLa","FDR>=0.1",1.30856631261103,8.35737174273853,10.2723880558235,0.0201987969911789,0.12175183409003,0.807851206145254
"STM14_2845","STM14_2845","SL1344_2276","menB","menB","naphthoate synthase","protein_coding","-","HeLa","FDR>=0.1",2.51823636445605,8.28588740733825,10.2392892951035,0.0203254698688662,0.122170923452469,1.55464821673838
