"locus_tag","gene_name","gene_function","DNA_molecule","SPI","COG","description","theme","model","DE","logFC","logCPM","F","PValue","FDR","zscore","DE_rec"
"SL1344_1742","minC","Probable septum site-determining protein minC.","Chromosome","-","D","Cell cycle control, cell division, chromosome partitioning","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0942851392594943,6.52404384987958,1.84811523942743,0.17929511201312,0.54392259203472,-0.344637939893701,"FDR>=0.05"
"SL1344_3817","yieF","conserved hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.0754348994461575,7.29273390560939,1.84672789981037,0.179455883526436,0.544064662754751,0.275735164050195,"FDR>=0.05"
"SL1344_P1_0088","pefC","plasmid-encoded fimbrial usher protein","pSLT","-","NU","Cell motility;Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0491319831916435,9.97747699907748,1.84532932077264,0.179618130009505,0.544159842668713,-0.179590819964291,"FDR>=0.05"
"SL1344_2093","wzc","tyrosine-protein kinase","Chromosome","-","DM","Cell cycle control, cell division, chromosome partitioning;Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0705696178597021,7.5113170053583,1.8435286981295,0.179827272203049,0.544159842668713,-0.257951230801246,"FDR>=0.05"
"ncRNA0318","STnc3410","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.227958847032953,3.9570332600335,1.84244631382884,0.179953129605931,0.544159842668713,-0.833251857493216,"FDR>=0.05"
"SL1344_1998","cbiN","hypothetical cobalt transport protein CbiN","Chromosome","-","P","Inorganic ion transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.275253833089235,3.31816616243878,1.84241035288967,0.17995731285659,0.544159842668713,-1.00612795111469,"FDR>=0.05"
"SL1344_0366","prpE","PrpE protein","Chromosome","-","I","Lipid transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0755972681671377,7.12797777572855,1.83996456720447,0.180242095344502,0.544159842668713,-0.276328666079691,"FDR>=0.05"
"SL1344_2617","yfiM","conserved hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.213433152472341,3.98849681926983,1.83973615193862,0.180268718769651,0.544159842668713,-0.780156475885765,"FDR>=0.05"
"SL1344_1524","srfA","virulence protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0855821965904007,6.98992461815597,1.83959649403378,0.180284999183645,0.544159842668713,-0.31282630705266,"FDR>=0.05"
"SL1344_3606","lpfA","long polar fimbria protein A (LpfA)","Chromosome","-","NU","Cell motility;Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0517706852985541,9.39593939433307,1.83564327771174,0.18074656168124,0.54520835883002,-0.189235996980109,"FDR>=0.05"
"SL1344_0790","ybhQ","hypothetical membrane protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.102753917510604,6.29622702075722,1.83367127436912,0.180977327815031,0.545559810806044,-0.375593637820244,"FDR>=0.05"
"SL1344_0907","pflA","pyruvate formate-lyase 1 activating enzyme","Chromosome","-","C","Energy production and conversion","Metabolism","Macrophage-SL1344","FDR>0.05",-0.119164832788011,6.10049129290191,1.843383645129,0.181519348331595,0.546459922592,-0.435580016133899,"FDR>=0.05"
"SL1344_1571","hrpA","ATP-dependent helicase HrpA","Chromosome","-","L","Replication, recombination and repair ","Information storage and processing","Macrophage-SL1344","FDR>0.05",0.0589050502062022,8.11949304595571,1.82901050198752,0.181524124032593,0.546459922592,0.2153140496142,"FDR>=0.05"
"SL1344_2255","glpC","anaerobic glycerol-3-phosphate dehydrogenase subunit C","Chromosome","-","C","Energy production and conversion","Metabolism","Macrophage-SL1344","FDR>0.05",-0.100107264410371,6.11858731857403,1.82764817347595,0.181684319932766,0.546459922592,-0.365919397751858,"FDR>=0.05"
"SL1344_4340","ytfL","hypothetical membrane protein","Chromosome","-","P","Inorganic ion transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.570456518885988,7.20778574207382,2.12406808514986,0.181733687345779,0.546459922592,-2.08517440830954,"FDR>=0.05"
"SL1344_1263","SL1344_1263","hypothetical outer membrane protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0842877822543459,6.97018559499416,1.82429947870039,0.182078804087853,0.547153108571112,-0.308094869058821,"FDR>=0.05"
"SL1344_0673","SL1344_0673","conserved hypothetical protein","Chromosome","-","C","Energy production and conversion","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0731785219683691,7.3290135268535,1.82250269583506,0.182290887439006,0.547445904101416,-0.267487487993555,"FDR>=0.05"
"SL1344_3269","ftsJ","cell division protein","Chromosome","-","J","Translation, ribosomal structure and biogenesis","Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.55795966033114,1.33917118921035,1.81801943892293,0.182821346078157,0.548693857651289,-2.03949497652091,"FDR>=0.05"
"SL1344_0550","SL1344_0550","Two component regulator sensor kinase (fragment)","Chromosome","-","T","Signal transduction mechanisms","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0796014539390549,7.31814585535829,1.818365276626,0.182963679979629,0.548776113004225,-0.290965058900697,"FDR>=0.05"
"ncRNA0522","RUF_257c","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.0896945037188822,6.66924351537354,1.81288438996505,0.183431173537507,0.549391775159288,-0.327857912967453,"FDR>=0.05"
"SL1344_1841","yecP","conserved hypothetical protein","Chromosome","-","J","Translation, ribosomal structure and biogenesis","Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.100040451778169,6.16335408511001,1.81183167536067,0.183556489300858,0.549391775159288,-0.365675179329933,"FDR>=0.05"
"SL1344_0254","yafE","hypothetical methyltransferase","Chromosome","-","Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0821191795226591,6.97290763946509,1.81174584693067,0.183566710841391,0.549391775159288,-0.300168033676636,"FDR>=0.05"
"SL1344_2877","invG","type III secretion system secretory apparatus","Chromosome","SPI-1","NU","Cell motility;Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0617482110717217,8.35957477248315,1.81122153561208,0.183629167152717,0.549391775159288,-0.225706579244795,"FDR>=0.05"
"SL1344_4124","yjbB","hypothetical membrane protein","Chromosome","-","P","Inorganic ion transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0647881685930141,7.94460164113912,1.80783563780351,0.184033104814436,0.55025552629238,-0.236818454411242,"FDR>=0.05"
"SL1344_0117","ilvH","acetolactate synthase isozyme III small subunit","Chromosome","-","E","Amino acid transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.111510035645686,5.76095049301968,1.80528324653948,0.184338301815091,0.550610918798682,-0.407599641515431,"FDR>=0.05"
"SL1344_4215","nrfC","4Fe-4S subunit, subunit of nitrite reductase complex","Chromosome","-","C","Energy production and conversion","Metabolism","Macrophage-SL1344","FDR>0.05",0.0977566999413942,6.17236552133913,1.80335599981437,0.184569146279819,0.550610918798682,0.357327442513335,"FDR>=0.05"
"SL1344_1924","cspB","cold shock protein","Chromosome","-","K","Transcription","Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.28454866579056,3.28360241508763,1.80266159745073,0.184652405416592,0.550610918798682,-1.04010310371032,"FDR>=0.05"
"SL1344_2668","SL1344_2668","predicted bacteriophage protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0638776543463204,8.01252068306511,1.80224670716331,0.18470217220337,0.550610918798682,-0.233490276114122,"FDR>=0.05"
"SL1344_1653","trpH","conserved hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.129401208943652,5.4084646221318,1.80202709187938,0.184728521867118,0.550610918798682,0.472996767256763,"FDR>=0.05"
"SL1344_P1_0031","traL","conjugative transfer assembly protein","pSLT","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0570601851807739,8.84873487293226,1.79821681024021,0.185186394160456,0.551631336317016,-0.208570563983918,"FDR>=0.05"
"SL1344_3963","yihO","hypothetical membrane transport protein","Chromosome","-","G","Carbohydrate transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.0581321838565669,8.56014891153722,1.7947939248172,0.185598862960136,0.552284029347954,0.212489011982147,"FDR>=0.05"
"SL1344_P2_0080","rci","shufflon-specific recombinase","pCol1B9","-","L","Replication, recombination and repair ","Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.0521754431198431,9.65848859716839,1.79447930141392,0.185636830807008,0.552284029347954,-0.190715497384737,"FDR>=0.05"
"ncRNA0429","StyR-103a","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.12492836557934,5.43520617897712,1.79035327916246,0.186135601890249,0.553290144175719,-0.456647302912217,"FDR>=0.05"
"SL1344_1948","SL1344_1948","hypothetical peptidase","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.117109736280977,5.71792148343804,1.78976573280217,0.186206756374949,0.553290144175719,-0.42806807700935,"FDR>=0.05"
"SL1344_0765","hutG","formiminoglutamase","Chromosome","-","F","Nucleotide transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.157368240959824,5.73867298235748,1.84926241857913,0.18632846433306,0.553307473377091,-0.575223909038538,"FDR>=0.05"
"SL1344_4238","dcuB","anaerobic C4-dicarboxylate transporter","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.0574803978195346,8.51967575691233,1.78654382149945,0.186597519122069,0.553762059544984,0.210106555968203,"FDR>=0.05"
"ncRNA0278","STnc2040","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",0.25962403342164,3.56770340866382,1.78368827682788,0.186944662551113,0.554447679305319,0.94899676373249,"FDR>=0.05"
"SL1344_2762","iroN","TonB-dependent outer membrane siderophore receptor protein","Chromosome","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0484543329372401,9.65314555558524,1.78171786634407,0.187184649389587,0.55481483602438,-0.17711382317052,"FDR>=0.05"
"SL1344_1059","ymdF","conserved hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.397506467261564,2.20198925658869,1.7805946938399,0.187321610446484,0.554876358487569,1.45299472480392,"FDR>=0.05"
"SL1344_0587","ybdB","conserved hypothetical protein","Chromosome","-","Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.100098219568279,6.31404854346758,1.77930014349472,0.187479617351791,0.555000107163549,0.36588633638323,"FDR>=0.05"
"SL1344_2828","hycF","formate hydrogenlyase subunit 6","Chromosome","-","C","Energy production and conversion","Metabolism","Macrophage-SL1344","FDR>0.05",-0.127412749762594,5.49125976892001,1.77605005565752,0.187877007136886,0.555831913927279,-0.465728405761995,"FDR>=0.05"
"SL1344_3433","crp","cyclic AMP receptor protein,catabolite gene activator","Chromosome","-","K","Transcription","Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.558102101873732,1.56475637835706,1.77631371169855,0.188041293113712,0.555973482735588,-2.04001563926988,"FDR>=0.05"
"SL1344_4149","SL1344_4149","Phage tail sheath protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0686585766993433,7.80903173578129,1.77424162326436,0.188202025560394,0.556000620396794,-0.250965853320438,"FDR>=0.05"
"SL1344_0581","ybdA","hypothetical membrane protein p43","Chromosome","-","EGP","Amino acid transport and metabolism;Carbohydrate transport and metabolism;Inorganic ion transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.109538656214736,5.77277768036467,1.77218649318197,0.188350710845304,0.556000620396794,-0.400393711172988,"FDR>=0.05"
"SL1344_P2_0027","ycdB","putative DNA methylase","pCol1B9","-","L","Replication, recombination and repair ","Information storage and processing","Macrophage-SL1344","FDR>0.05",0.0676830716640376,7.52958643301445,1.77178684976379,0.188399791372149,0.556000620396794,0.247400115937388,"FDR>=0.05"
"SL1344_2643","gpD","bacteriophage late control gene","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0650436965524639,7.73311954009961,1.77035280177044,0.188576033266969,0.556176997436553,-0.237752478905681,"FDR>=0.05"
"ncRNA0544","RUF_107c.94","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.186947751954011,4.31705433855685,1.76883438792475,0.18876285745526,0.556285717193981,-0.683345101966331,"FDR>=0.05"
"SL1344_3084","trmB","conserved hypothetical protein","Chromosome","-","J","Translation, ribosomal structure and biogenesis","Information storage and processing","Macrophage-SL1344","FDR>0.05",0.0916754255589134,6.49761929625866,1.76770675585168,0.188901742773282,0.556285717193981,0.33509872342179,"FDR>=0.05"
"SL1344_3030","gcvH","Glycine cleavage system H protein. Probable glycine cleavage system H protein.","Chromosome","-","E","Amino acid transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.100006004034532,6.1119480258498,1.76648692351398,0.189052120954642,0.556285717193981,0.365549263416839,"FDR>=0.05"
"SL1344_2901","SL1344_2901","conserved hypothetical protein","Chromosome","-","H","Coenzyme transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0775202972686328,6.99427056273399,1.76615842746692,0.189092641558285,0.556285717193981,-0.283357862760102,"FDR>=0.05"
"SL1344_2085","fcl","GDP-fucose synthetase","Chromosome","-","GM","Carbohydrate transport and metabolism;Cell wall/membrane/envelop biogenesis","Metabolism;Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0920250089003257,6.65955773841797,1.76512171101507,0.189220590297996,0.556285717193981,-0.33637654603044,"FDR>=0.05"
"SL1344_3091","SL1344_3091","conserved hypothetical protein","Chromosome","-","E","Amino acid transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0627593013862956,7.72700983286849,1.76438243027196,0.18931189328591,0.556285717193981,-0.229402390544412,"FDR>=0.05"
"SL1344_3650","mtlA","mannitol-specific enzyme II of phosphotransferase system","Chromosome","-","G","Carbohydrate transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0577202735643303,8.28991178879652,1.76030440568474,0.189816483186252,0.557105068087864,-0.210983367342362,"FDR>=0.05"
"SL1344_P1_0018","SL1344_P1_0018","conjugative transfer protein","pSLT","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.0597555351572879,8.14748303270487,1.76024316919138,0.189824072414441,0.557105068087864,-0.218422804437652,"FDR>=0.05"
"SL1344_1123","rluC","ribosomal large subunit pseudouridine synthase C (EC 4.2.1.70)","Chromosome","-","J","Translation, ribosomal structure and biogenesis","Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.124738935911137,5.49599292631916,1.75804458250769,0.190096789665075,0.557278890197641,-0.455954885728374,"FDR>=0.05"
"ncRNA0042","IsrP","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",0.121067575821185,5.40466129524193,1.75788409949435,0.190116714582609,0.557278890197641,0.442535061693044,"FDR>=0.05"
"SL1344_0027","bcfG","fimbrial chaperone","Chromosome","-","NU","Cell motility;Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",0.0916713310271479,6.61366873896713,1.7551308383212,0.190458936116471,0.557392307618738,0.335083756789682,"FDR>=0.05"
