"locus_tag","gene_name","gene_function","DNA_molecule","COG","description","theme","model","FDR","logFC","zscore","DE"
"SL1344_1588","SL1344_1588","Methyl-accepting chemotaxis-like domains (chemotaxis sensory transducer).","Chromosome","NT","Cell motility;Signal transduction mechanisms","Cellular processes and signaling","Balb/c",0.885025018920043,0.307518943091826,0.135500851584592,"FDR>=0.05"
"SL1344_1589","ydaL","Small MutS-related domain","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.395699352620294,0.899471851941335,0.396330712797838,"FDR>=0.05"
"SL1344_1590","ogt","Involved in the cellular defense against the biological effects of O6-methylguanine (O6-MeG) and O4-methylthymine (O4-MeT) in DNA. Repairs the methylated nucleobase in DNA by stoichiometrically transferring the methyl group to a cysteine residue in the enzyme. This is a suicide reaction the enzyme is irreversibly inactivated","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Balb/c",0.422141885184691,-0.813505695338217,-0.358451786348424,"FDR>=0.05"
"SL1344_1591","fnr","Global transcription factor that controls the expression of over 100 target genes in response to anoxia","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.0106436786942237,1.77097737175401,0.780338731647033,"Amplified"
"SL1344_1592","ydaA","Universal stress protein family","Chromosome","T","Signal transduction mechanisms","Cellular processes and signaling","Balb/c",0.516681831183704,-0.700029008654403,-0.308451004198027,"FDR>=0.05"
"SL1344_1594","ynaI","Mechanosensitive ion channel","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.815394871601744,-0.492913097535317,-0.217190342167933,"FDR>=0.05"
"SL1344_1596","SL1344_1596","B3/4 domain","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.690489905704285,0.602707422314654,0.265568579804868,"FDR>=0.05"
"SL1344_1597","SL1344_1597","Redoxin","Chromosome","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Balb/c",0.825652225579979,0.397622593263987,0.175202865406753,"FDR>=0.05"
"SL1344_1598","SL1344_1598","Zinc-regulated secreted antivirulence protein C-terminal domain","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.358178770818922,1.02847646810897,0.453173504898091,"FDR>=0.05"
"SL1344_1599","SL1344_1599","Pfam:Invasin_beta","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.0561450623500951,1.52001829378983,0.669759628990334,"FDR>=0.05"
"SL1344_1600","SL1344_1600","-","Chromosome","-","no category","no theme","Balb/c",0.297739936820534,1.03913063149443,0.457868006632314,"FDR>=0.05"
"SL1344_1602","SL1344_1602","-","Chromosome","-","no category","no theme","Balb/c",0.129855286845767,1.26992597786363,0.559562444250908,"FDR>=0.05"
"SL1344_1603","SL1344_1603","Bacterial protein of unknown function (DUF903)","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.939441764668214,0.202949767793557,0.0894249508288363,"FDR>=0.05"
"SL1344_1607","SL1344_1607","LysR substrate binding domain","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.330368588997736,-15,-6.6093904763518,"FDR>=0.05"
"SL1344_1609","mppA","Bacterial extracellular solute-binding proteins, family 5 Middle","Chromosome","E","Amino acid transport and metabolism","Metabolism","Balb/c",1,0.0187400630233869,0.00825735960486706,"FDR>=0.05"
"SL1344_1610","ycjI","Protein of unknown function (DUF2817)","Chromosome","E","Amino acid transport and metabolism","Metabolism","Balb/c",0.924662385472204,0.242374443935116,0.106796489430388,"FDR>=0.05"
"SL1344_1611","ycjG","Mandelate racemase / muconate lactonizing enzyme, C-terminal domain","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.908259231315631,3.48435204571183,1.53529621514565,"FDR>=0.05"
"SL1344_1612","tpx","Thiol-specific peroxidase that catalyzes the reduction of hydrogen peroxide and organic hydroperoxides to water and alcohols, respectively. Plays a role in cell protection against oxidative stress by detoxifying peroxides","Chromosome","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Balb/c",0.983963042971773,-0.0454657844827767,-0.0200334081973552,"FDR>=0.05"
"SL1344_1613","tyrR","Sigma-54 interaction domain","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.970323665526161,0.126400995631151,0.055695569115061,"FDR>=0.05"
"SL1344_1614","ycjF","Domain of unknown function (DUF697)","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.920850966303197,0.242985760302158,0.107065851335346,"FDR>=0.05"
"SL1344_1615","ycjX","YcjX-like family, DUF463","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.569858690380244,0.715086311761247,0.315085643914955,"FDR>=0.05"
"SL1344_1616","pspE","Rhodanese Homology Domain","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.209595866748622,1.14278483476384,0.503540746893826,"FDR>=0.05"
"SL1344_1618","pspC","PspC domain","Chromosome","KT","Transcription;Signal transduction mechanisms","Information storage and processing;Cellular processes and signaling","Balb/c",0.986766909308732,-0.0353014507357491,-0.0155547381529508,"FDR>=0.05"
"SL1344_1620","pspA","PspA/IM30 family","Chromosome","KT","Transcription;Signal transduction mechanisms","Information storage and processing;Cellular processes and signaling","Balb/c",0.696767585274058,-0.559164748961378,-0.246382544433132,"FDR>=0.05"
"SL1344_1621","pspF","Sigma-54 interaction domain","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.901318372150426,-0.256564719282525,-0.113049094146253,"FDR>=0.05"
"SL1344_1622","sapA","Bacterial extracellular solute-binding proteins, family 5 Middle","Chromosome","E","Amino acid transport and metabolism","Metabolism","Balb/c",6.22e-06,-3.4288124388049,-1.51082401854891,"Attenuated"
"SL1344_1624","sapC","N-terminal TM domain of oligopeptide transport permease C","Chromosome","V","Defense mechanisms","Cellular processes and signaling","Balb/c",3.5e-05,-3.21897152390358,-1.41836264891573,"Attenuated"
"SL1344_1625","sapD","Oligopeptide/dipeptide transporter, C-terminal region","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",1.35e-16,-5.11190368049635,-2.25243783346002,"Attenuated"
"SL1344_1627","SL1344_1627","EAL domain","Chromosome","T","Signal transduction mechanisms","Cellular processes and signaling","Balb/c",0.873030480524601,0.329166971614433,0.145039536487866,"FDR>=0.05"
"SL1344_1628","steC","-","Chromosome","-","no category","no theme","Balb/c",0.421622446006594,0.884929632165446,0.389923032205053,"FDR>=0.05"
"SL1344_1630","ycjE","conserved hypothetical protein","Chromosome",NA,"no category","no theme","Balb/c",0.695413261373315,0.975483233162499,0.429823306073672,"FDR>=0.05"
"SL1344_1632","yciW","protein conserved in bacteria","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.872828747099255,0.931249131970643,0.410332609597176,"FDR>=0.05"
"SL1344_1633","rnb","Involved in mRNA degradation. Hydrolyzes single-stranded polyribonucleotides processively in the 3' to 5' direction","Chromosome","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","Balb/c",0.714903438915713,0.710822428000091,0.313206865733404,"FDR>=0.05"
"SL1344_1634","yciR","PAS domain","Chromosome","T","Signal transduction mechanisms","Cellular processes and signaling","Balb/c",0.924290232006122,-0.193018661645163,-0.085049046935714,"FDR>=0.05"
"SL1344_1636","yciT","M protein trans-acting positive regulator (MGA) HTH domain","Chromosome","K","Transcription","Information storage and processing","Balb/c",0.68650560830892,0.580289622671085,0.255690713707203,"FDR>=0.05"
"SL1344_1637","osmB","Glycine zipper 2TM domain","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.740248631734294,0.524760010671633,0.231222921126891,"FDR>=0.05"
"SL1344_1641","yciS","involved in the assembly of lipopolysaccharide (LPS)","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",2.95e-08,-3.23754168616221,-1.42654514582083,"Attenuated"
"SL1344_1642","pgpB","PAP2 superfamily","Chromosome","I","Lipid transport and metabolism","Metabolism","Balb/c",0.646204586586976,1.21269140048397,0.534343399540832,"FDR>=0.05"
"SL1344_1644","acnA","Catalyzes the isomerization of citrate to isocitrate via cis-aconitate","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.0950303780681668,1.35345500776103,0.596367509231093,"FDR>=0.05"
"SL1344_1645","cysB","LysR substrate binding domain","Chromosome","K","Transcription","Information storage and processing","Balb/c",1.84e-10,-3.62480341227611,-1.59718274344968,"Attenuated"
"SL1344_1648","sohB","Peptidase family S49 N-terminal","Chromosome","OU","Post-translational modification, protein turnover, and chaperones; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Balb/c",0.274530477867246,1.04161989377992,0.458964840395172,"FDR>=0.05"
"SL1344_1650","btuR","Required for both de novo synthesis of the corrin ring for the assimilation of exogenous corrinoids. Participates in the adenosylation of a variety of incomplete and complete corrinoids","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Balb/c",0.00530015973510395,1.89907226729359,0.836780677156938,"Amplified"
"SL1344_1651","yciL","S4 domain","Chromosome","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","Balb/c",6.47e-05,-2.53232250573434,-1.11580721683012,"Attenuated"
"SL1344_1652","yciO","Telomere recombination","Chromosome","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","Balb/c",0.598644591752863,0.694887822359163,0.306185663682233,"FDR>=0.05"
"SL1344_1653","trpH","DNA polymerase alpha chain like domain","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.298741266768831,1.08819512571143,0.479487100019305,"FDR>=0.05"
"SL1344_1655","trpD","Catalyzes the transfer of the phosphoribosyl group of 5- phosphorylribose-1-pyrophosphate (PRPP) to anthranilate to yield N-(5'-phosphoribosyl)-anthranilate (PRA)","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Balb/c",0.180310881910094,1.22650578102655,0.540430375220487,"FDR>=0.05"
"SL1344_1656","trpC","Indole-3-glycerol phosphate synthase","Chromosome","E","Amino acid transport and metabolism","Metabolism","Balb/c",0.429922719661669,0.863793641466737,0.380609964496233,"FDR>=0.05"
"SL1344_1657","trpB","The beta subunit is responsible for the synthesis of L- tryptophan from indole and L-serine","Chromosome","E","Amino acid transport and metabolism","Metabolism","Balb/c",0.518809037812922,0.756179509286394,0.333192376472658,"FDR>=0.05"
"SL1344_1658","trpA","The alpha subunit is responsible for the aldol cleavage of indoleglycerol phosphate to indole and glyceraldehyde 3- phosphate","Chromosome","E","Amino acid transport and metabolism","Metabolism","Balb/c",0.711250772589253,-0.862806294975665,-0.380174913929903,"FDR>=0.05"
"SL1344_1659","yciG","Stress-induced bacterial acidophilic repeat motif","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.969672634696225,0.12596954492532,0.055505460702652,"FDR>=0.05"
"SL1344_1660","yciF","Domain of unknown function (DUF892)","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.411302079631036,1.889712096328,0.832656342167805,"FDR>=0.05"
"SL1344_1661","yciE","Domain of unknown function (DUF892)","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.91759856428355,-0.207350877013818,-0.0913641941198881,"FDR>=0.05"
"SL1344_1662","katN","Manganese containing catalase","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.782175594677332,0.480137499788042,0.21156108122923,"FDR>=0.05"
"SL1344_1663","ompW","OmpW family","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Balb/c",0.0481789757907935,1.5853780653623,0.698558845774842,"Amplified"
"SL1344_1665","yciC","Uncharacterised protein family (UPF0259)","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.746754688914644,-0.610965643911339,-0.269207367216383,"FDR>=0.05"
"SL1344_1666","ispZ","probably involved in intracellular septation","Chromosome","D","Cell cycle control, cell division, chromosome partitioning","Cellular processes and signaling","Balb/c",0.905379201423967,0.464994144062751,0.204888524488514,"FDR>=0.05"
"SL1344_1669","yciI","YCII-related domain","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.919626376702981,0.239558774753259,0.105555832292046,"FDR>=0.05"
"SL1344_1670","cls","Catalyzes the reversible phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol","Chromosome","I","Lipid transport and metabolism","Metabolism","Balb/c",0.31371413950282,-0.998327880686189,-0.439889252458918,"FDR>=0.05"
"SL1344_1672","SL1344_1672","Ion transport protein","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.711882943626548,0.544248769679689,0.239810175672475,"FDR>=0.05"
"SL1344_1673","oppF","Oligopeptide/dipeptide transporter, C-terminal region","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.915811687744063,-0.305865840766145,-0.13477245166674,"FDR>=0.05"
"SL1344_1675","oppC","N-terminal TM domain of oligopeptide transport permease C","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Balb/c",0.901917287431567,-0.237663872462874,-0.104720889015267,"FDR>=0.05"
"SL1344_1677","oppA","Bacterial extracellular solute-binding proteins, family 5 Middle","Chromosome","E","Amino acid transport and metabolism","Metabolism","Balb/c",0.635719678633429,-0.586650582408739,-0.25849351815457,"FDR>=0.05"
"SL1344_1679","ychE","MarC family integral membrane protein","Chromosome","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Balb/c",0.91759856428355,-0.204472705298054,-0.0900959967380564,"FDR>=0.05"
"SL1344_1680","adh","Iron-containing alcohol dehydrogenase","Chromosome","C","Energy production and conversion","Metabolism","Balb/c",0.372667428865305,-0.873622536233308,-0.384940831393782,"FDR>=0.05"
"SL1344_1681","tdk","Thymidine kinase","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Balb/c",0.80053933094421,-0.411000888166042,-0.181097690401118,"FDR>=0.05"
"SL1344_1685","ychK","Patatin-like phospholipase","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",2.2e-11,-3.78947979462777,-1.66974344432936,"Attenuated"
"SL1344_1687","purU","Catalyzes the hydrolysis of 10-formyltetrahydrofolate (formyl-FH4) to formate and tetrahydrofolate (FH4)","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Balb/c",0.198454512689894,1.16179561311466,0.511917390719156,"FDR>=0.05"
"SL1344_1688","SL1344_1688","Sel1-like repeats.","Chromosome","S","Function Unknown","Poorly characterised","Balb/c",0.964553016233419,-0.101052611094391,-0.0445264110251833,"FDR>=0.05"
