"locus_tag","logFC","logCPM","F","PValue","FDR","gene_name","gene_function","DNA_molecule","DE","spi","COG","description","theme","SL1344_tag"
"STMMW_03161",-0.738659315111201,4.2215290970864,10.0502852874664,0.0107117663429878,0.0659583477739756,"STMMW_03161","conserved hypothetical protein","Chromosome","FDR>=0.05",NA,NA,"no category","no theme","SL1344_0301"
"STMMW_05331",-0.368862390420062,6.29399651204075,10.0000705052761,0.0108527553657798,0.0667416909931076,"glnK","nitrogen regulatory protein P-II","Chromosome","FDR>=0.05","-","K","Transcription","Information storage and processing","SL1344_0456"
"STMMW_16071",0.4404897779561,5.87216316517286,9.95785807584016,0.010973032806626,0.0673958390125599,"STMMW_16071","conserved hypothetical protein","Chromosome","FDR>=0.05",NA,"E","Amino acid transport and metabolism","Metabolism","SL1344_1542"
"STMMW_42931",-0.140050850412446,9.57576787279686,9.93216281596715,0.0110470447191322,0.0677645300112843,"yjeM","putative amino acid permease","Chromosome","FDR>=0.05","-","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","SL1344_4282"
"STMMW_10241",0.505622981273203,5.36965766953937,9.91302149154645,0.0111025754170931,0.0679492662389052,"C1","probable regulatory protein","Chromosome","FDR>=0.05","-","-","no category","no theme","SL1344_0951"
"STMMW_27211",-0.617642833600567,5.33516326914535,9.91211830454862,0.0111052040572045,0.0679492662389052,"STMMW_27211","putative hexulose 6 phosphate synthase","Chromosome","FDR>=0.05",NA,"V","Defense mechanisms","Cellular processes and signaling","SL1344_2738"
"STMMW_20741",0.205810366194297,8.63127763685599,9.88683336883776,0.0111791029716684,0.0682826652188866,"pduG","propanediol utilization protein","Chromosome","FDR>=0.05","-","D","Cell cycle control, cell division, chromosome partitioning","Cellular processes and signaling","SL1344_2019"
"STMMW_15931",0.624184915764398,5.08633094518777,9.88384595535713,0.0111878737482039,0.0682826652188866,"ydcR","putative regulatory protein","Chromosome","FDR>=0.05","-","K","Transcription","Information storage and processing","SL1344_1529"
"STMMW_18531",0.462470114958762,6.16092798573728,9.83732608533752,0.0113255426704673,0.0690359494101694,"STMMW_18531","","Chromosome","FDR>=0.05",NA,"L","Replication, recombination and repair ","Information storage and processing","SL1344_1791"
"STMMW_04161",-1.07751233728976,3.42994360392334,9.80809018845384,0.0114131216552025,0.0694556357687376,"STMMW_04161","possible outer membrane protein","Chromosome","FDR>=0.05",NA,"M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","SL1344_0341"
"STMMW_26061",-0.406689980270742,6.06115273475001,9.80479034252727,0.011423058544714,0.0694556357687376,"STMMW_26061","Phage tail fibre assembly protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_2550"
"STMMW_20022",0.493767005971835,6.91928177358118,10.6857611300441,0.0114415822997694,0.069481087499602,"STMMW_20022","hypothetical protein","Chromosome","FDR>=0.05",NA,NA,"no category","no theme","STMMW_20022"
"STMMW_ncRNA_63",0.680171937309754,4.34917467343597,9.78801308516978,0.0114737440107867,0.069589190833883,"STnc1200","noncoding RNA","Chromosome","FDR>=0.05","-",NA,"no category","no theme","STMMW_ncRNA_63"
"STMMW_39511",-0.211008617382872,10.2961345626537,9.81880070537341,0.0115606520259188,0.0700286496470029,"STMMW_39511","possible transferase","Chromosome","FDR>=0.05",NA,"M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","SL1344_3934"
"STMMW_18591",0.331973109639484,6.76163915136937,9.74969653966018,0.0115905355855431,0.0701220167884415,"exoX","exodeoxyribonuclease X","Chromosome","FDR>=0.05","-","L","Replication, recombination and repair ","Information storage and processing","SL1344_1812"
"STMMW_03271",-0.294791022041013,7.09276377694215,9.73960157068237,0.0116215471890136,0.0701863444926184,"pepD","aminoacyl-histidine dipeptidase precursor","Chromosome","FDR>=0.05","-","E","Amino acid transport and metabolism","Metabolism","SL1344_0312"
"STMMW_30451",-0.427286521071062,5.84873634713853,9.73681183641924,0.0116301350861685,0.0701863444926184,"STMMW_30451","putative GntR-family regulatory protein","Chromosome","FDR>=0.05",NA,"K","Transcription","Information storage and processing","SL1344_3060"
"STMMW_10441",0.171822343383768,8.96402610291883,9.72757722557858,0.0116586182111265,0.0702707261829836,"STMMW_10441","Clp-like protease","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_0972"
"STMMW_11571",0.184780491639081,8.98853348815821,9.71222728017927,0.0117061522308697,0.0704695822494343,"mdoC","Glucans biosynthesis protein C","Chromosome","FDR>=0.05","-","I","Lipid transport and metabolism","Metabolism","SL1344_1086"
"STMMW_34941",-0.153216183574999,10.5917693282356,9.68852210678416,0.0117800259304648,0.0707937509128651,"yhgF","putative transcription accessory protein","Chromosome","FDR>=0.05","-","K","Transcription","Information storage and processing","SL1344_3471"
"STMMW_32661",-0.480317591930856,6.33124585355876,9.76529718277375,0.0117892193534218,0.0707937509128651,"yraO","probable phosphoheptose isomerase","Chromosome","FDR>=0.05","-","G","Carbohydrate transport and metabolism","Metabolism","SL1344_3239"
"STMMW_10191",0.150994353721406,9.3434445073279,9.68051840404206,0.0118050968488406,0.070801360556289,"recEa","exodeoxyribonuclease","Chromosome","FDR>=0.05","-","L","Replication, recombination and repair ","Information storage and processing","SL1344_0946"
"STMMW_17791",0.330465034418641,7.29479280978281,9.67414454702745,0.0118251090599295,0.0708337187940896,"STMMW_17791","hydrogenase-1 large chain (nifE hydrogenase)","Chromosome","FDR>=0.05",NA,"C","Energy production and conversion","Metabolism","SL1344_1715"
"STMMW_44481",-0.165588353631581,8.84430530822805,9.64727121439878,0.0119099413551156,0.0712037450767054,"STMMW_44481","hypothetical protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_4432"
"STMMW_28611",-0.259378373507655,7.65002497882088,9.64527626066557,0.0119162685219167,0.0712037450767054,"invF","possible AraC-family regulatory protein","Chromosome","FDR>=0.05","SPI-1","K","Transcription","Information storage and processing","SL1344_2878"
"STMMW_11251",0.441203509112848,6.0667327519855,9.62823791473717,0.0119704747836813,0.0714041259319245,"scsC","secreted protein, suppressor for copper-sensitivity C precursor","Chromosome","FDR>=0.05","-","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","SL1344_1054"
"STMMW_28671",-1.20859145763512,2.88495464880976,9.62548148155958,0.0119792724685627,0.0714041259319245,"STMMW_28671","salmonella pathogenicity island 1 protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_2884"
"STMMW_13911",0.354399232440323,6.30755676020016,9.56211757285036,0.0121837064369359,0.0723703394288219,"ttrS","putative histidine kinase, two component regulatory protein","Chromosome","FDR>=0.05","-","T","Signal transduction mechanisms","Cellular processes and signaling","SL1344_1320"
"STMMW_06711",-0.420047935363751,6.10245866462057,9.56142007156765,0.0121859804405735,0.0723703394288219,"ybdO","putative LysR-family transcriptional regulator","Chromosome","FDR>=0.05","-","K","Transcription","Information storage and processing","SL1344_0594"
"STMMW_24071",-0.233299372713907,8.07872337996195,9.56066321695918,0.0121884485355757,0.0723703394288219,"yfcB","conserved hypothetical protein","Chromosome","FDR>=0.05","-","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","SL1344_2354"
"STMMW_42621",-0.23931872850102,7.71643869798484,9.55222477479187,0.0122160076261722,0.0723703394288219,"STMMW_42621","putative phage protein","Chromosome","FDR>=0.05",NA,"-","no category","no theme","SL1344_4248"
"STMMW_37711",-0.161849930207097,11.0239371587721,9.54966241508139,0.012224391100623,0.0723703394288219,"STMMW_37711","PTS system, galactitol-specific IIC component","Chromosome","FDR>=0.05",NA,"G","Carbohydrate transport and metabolism","Metabolism","SL1344_3748"
"STMMW_17771",-0.558245052135168,5.00600172977548,9.54765139205485,0.0122309756484121,0.0723703394288219,"STMMW_17771","conserved hypothetical protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_1713"
"STMMW_31691",0.898213895884605,4.60933530638394,9.69484136120506,0.0122920939248275,0.0726432770240415,"gcp","possible glycoprotease","Chromosome","FDR>=0.05",NA,"J"," Translation, ribosomal structure and biogenesis","Information storage and processing","SL1344_3182"
"STMMW_29541",-0.27729077038089,7.77732931344417,9.50296414077824,0.0123784165434131,0.0730643198165408,"recD","exonuclease V alpha-subunit","Chromosome","FDR>=0.05","-","L","Replication, recombination and repair ","Information storage and processing","SL1344_2971"
"STMMW_13521",0.441814642750665,5.74315518939923,9.49571944630755,0.0124025238374236,0.0731175553724508,"ydiU","conserved hypothetical protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_1279"
"STMMW_01151",0.220087729549458,8.63212380846822,9.42176486157819,0.0126519263599463,0.0744972480441069,"yabN","putative ABC transporter periplasmic solute binding protein","Chromosome","FDR>=0.05","-","K","Transcription","Information storage and processing","SL1344_0109"
"STMMW_08431",0.211786808905346,8.56101124717518,9.41659727988332,0.0126695814879878,0.0745106697703749,"hutH","histidine ammonia-lyase","Chromosome","FDR>=0.05","-","E","Amino acid transport and metabolism","Metabolism","SL1344_0768"
"STMMW_13391",1.02158756387811,3.30409170488587,9.40979353876968,0.0126928725333255,0.0745571639957518,"rfc","O-antigen polymerase","Chromosome","FDR>=0.05","-","-","no category","no theme","SL1344_1266"
"STMMW_16801",0.376597364763258,6.48664417575822,9.40273353362369,0.0127170961971662,0.0746090171567401,"ycjX","putative ATP-binding protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_1615"
"STMMW_40471",-0.268846542247163,7.6765062788826,9.39733542480704,0.0127356558404955,0.0746275552636531,"yiiQ","putative exported protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_4031"
"STMMW_17981",0.299190069225783,7.23073646188609,9.36949507510866,0.0128319032944233,0.0751007287014195,"nhaB","Na /H  antiporter","Chromosome","FDR>=0.05","-","P","Inorganic ion transport and metabolism","Metabolism","SL1344_1734"
"STMMW_08301",0.219813521648979,8.16633294122398,9.36485241886858,0.0128480399046098,0.0751044648706139,"modF","putative molybdenum transport ATP-binding protein ModF (photorepair protein PhrA)","Chromosome","FDR>=0.05","-","P","Inorganic ion transport and metabolism","Metabolism","SL1344_0755"
"STMMW_14731",0.407093480770059,6.50633588872994,9.31235429908872,0.0130322466888845,0.0760055282303797,"STMMW_14731","conserved hypothetical protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_1403"
"STMMW_39681",-0.194885162948475,8.36217715282812,9.31198547749067,0.013033552199638,0.0760055282303797,"hemN","oxygen-independent coproporphyrinogen III oxidase","Chromosome","FDR>=0.05","-","H","Coenzyme transport and metabolism","Metabolism","SL1344_3951"
"STMMW_32271",0.262582101262178,7.38502090368068,9.30741411402475,0.0130497466472864,0.076008500303786,"yqjA","putative membrane protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_3199"
"STMMW_09861",0.17685960162423,8.66554985625538,9.27445724884012,0.0131672301001088,0.0766007167648584,"ycaO","conserved hypothetical protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_0912"
"STMMW_31141",-0.244679802421026,7.65711052525833,9.25417712588314,0.0132401668804118,0.0769326723051265,"STMMW_31141","exported protein","Chromosome","FDR>=0.05",NA,"-","no category","no theme","SL1344_3128"
"STMMW_22571",0.287713906953982,7.7606162874999,9.24023398449704,0.0132905996005914,0.0771299662710894,"yejK","Nucleoid-associated protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_2203"
"STMMW_19591",-0.534447929455809,5.11446295870933,9.23600186577704,0.0133059537355821,0.0771299662710894,"fliP","flagellar biosynthetic protein FliP","Chromosome","FDR>=0.05","-","N","Cell motility","Cellular processes and signaling","SL1344_1908"
"STMMW_24821",0.215042833635735,8.09088144105903,9.22755134780701,0.0133366771750263,0.0771462138037452,"eutE","putative aldehyde dehydrogenase","Chromosome","FDR>=0.05","-","C","Energy production and conversion","Metabolism","SL1344_2426"
"STMMW_05101",-0.473611904367776,5.8295295998574,9.22647524167361,0.0133405957836439,0.0771462138037452,"cyoE","cytochrome o ubiquinol oxidase C subunit","Chromosome","FDR>=0.05","-","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","SL1344_0433"
"STMMW_15761",0.455083985538543,5.9288835935632,9.21763452352672,0.0133728423485353,0.0772405173075114,"yddE","conserved hypothetical protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_1512"
"STMMW_14021",-1.68280453165583,1.54112910282032,9.2051343560116,0.0134185995918055,0.0774125400260589,"sseA","putative pathogenicity island protein","Chromosome","FDR>=0.05","SPI-2","H","Coenzyme transport and metabolism","Metabolism","SL1344_1331"
"STMMW_00411",-0.274103683660139,7.17139957430476,9.19660237103706,0.0134499411393545,0.077501087706673,"nhaR","transcriptional activator protein NhaR","Chromosome","FDR>=0.05","-","K","Transcription","Information storage and processing","SL1344_0041"
"STMMW_09781",0.21592835175722,8.15589150797888,9.17916393411503,0.013514278733145,0.0777367554845982,"dmsC","anaerobic dimethyl sulfoxide reductase chain C","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_0904"
"SLT-BT0221",-0.166070304805238,9.58624824287589,9.17388177026767,0.0135338410379636,0.0777367554845982,"spvC","Salmonella plasmid virulence protein","pSLT-BT","FDR>=0.05","-",NA,"no category","no theme","SLT-BT0221"
"STMMW_01401",-0.835449146913334,4.37581201950562,9.1724999075844,0.0135389644302519,0.0777367554845982,"lpxC","UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase","Chromosome","FDR>=0.05","-","F","Nucleotide transport and metabolism","Metabolism","SL1344_0134"
"STMMW_01951",0.152346772051353,9.50737842570764,9.16803567076187,0.0135555322446829,0.0777397742695068,"hrpB","ATP-dependent helicase HrpB","Chromosome","FDR>=0.05","-","L","Replication, recombination and repair ","Information storage and processing","SL1344_0190"
"SLT-BT0781",-1.26807194849713,4.20554542851736,10.4138897675114,0.0135782834864082,0.0777782054079598,"traM","conjugative transfer protein","pSLT-BT","FDR>=0.05","-",NA,"no category","no theme","SLT-BT0781"
"STMMW_16101",0.43590600773487,5.86226741822581,9.15463192359297,0.0136054258362814,0.0778416689523253,"STMMW_16101","conserved hypothetical protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_1545"
"STMMW_25061",0.28195856234435,7.22696412797945,9.13866559144947,0.0136651517185291,0.0780911854103679,"nlpB","putative lipoprotein","Chromosome","FDR>=0.05","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","SL1344_2451"
"STMMW_03151",-0.503359873623696,5.5415693536296,9.12663443049258,0.0137103690849929,0.0782205982542968,"sinR","LysR-family transcriptional regulator","Chromosome","FDR>=0.05","SPI-6","K","Transcription","Information storage and processing","SL1344_0300"
