locus_tag,gene_name,start,end,strand,read_count,ins_index,gene_length,ins_count,function,call
STMMW_08671,ybhR,918267,919373,-1,2581,0.438121047877145,1107,485,putative inner membrane protein,not required
STMMW_08681,ybhS,919489,920619,-1,3030,0.458001768346596,1131,518,putative inner membrane protein,not required
STMMW_08691,ybhF,920612,922348,-1,5463,0.526194588370754,1737,914,hypothetical ABC transporter ATP-binding protein,not required
STMMW_08701,STMMW_08701,922341,923336,-1,2930,0.495983935742972,996,494,HlyD-family secretion protein,not required
STMMW_08711,ybiH,923336,924010,-1,1418,0.420740740740741,675,284,hypothetical tetR-family transcriptional regulator,not required
STMMW_08721,rhlE,924240,925604,1,942,0.224175824175824,1365,306,putative ATP-dependent RNA helicase rhlE,not required
STMMW_08731,dinG,925911,927956,1,1253,0.183284457478006,2046,375,probable ATP-dependent helicase,not required
STMMW_08741,ybiB,927986,928960,1,71,0.0420512820512821,975,41,putative glycosyltransferase,required
STMMW_08751,ybiJ,929116,929376,-1,78,0.122605363984674,261,32,putative exported protein,not required
STMMW_08761,ybiI,929661,929927,-1,65,0.131086142322097,267,35,hypothetical Zinc-finger containing protein,not required
STMMW_08771,ybiN,930132,931058,1,390,0.143473570658037,927,133,conserved hypothetical protein,not required
STMMW_08781,ybiO,931055,933277,-1,1011,0.15429599640126,2223,343,putative membrane protein,not required
STMMW_08791,glnQ,933396,934118,-1,336,0.157676348547718,723,114,glutamine transport ATP-binding protein GlnQ,not required
STMMW_08801,glnP,934115,934774,-1,241,0.136363636363636,660,90,glutamine transport system permease protein GlnP,not required
STMMW_08811,glnH,934918,935664,-1,467,0.238286479250335,747,178,glutamine-binding periplasmic protein precursor,not required
STMMW_08821,dps,936141,936644,-1,504,0.303571428571429,504,153,DNA protection during starvation protein,not required
STMMW_08831,ybiF,936947,937834,-1,792,0.293918918918919,888,261,putative membrane protein,not required
STMMW_08841,ompX,938188,938703,1,292,0.156976744186047,516,81,outer membrane protein x precursor,not required
STMMW_08851,ybiP,938766,940342,-1,678,0.15852885225111,1577,250,putative membrane protein (pseudogene),not required
STMMW_08861,mntR,940921,941394,1,244,0.158227848101266,474,75,transcriptional regulator (iron dependant repressor family),not required
STMMW_08871,ybiR,941391,942503,1,586,0.16711590296496,1113,186,putative membrane protein,not required
STMMW_08881,ybiS,942547,943467,-1,112,0.0716612377850163,921,66,putative exported protein,ambiguous
STMMW_08891,ybiT,943686,945278,1,556,0.112994350282486,1593,180,ABC transporter ATP-binding protein,not required
STMMW_08901,STMMW_08901,945887,946630,1,456,0.247311827956989,744,184,conserved hypothetical protein,not required
STMMW_08911,ybiV2,946659,947189,-1,738,0.4030131826742,531,214,conserved hypothetical protein,not required
STMMW_08921,ybiU,947583,948848,-1,619,0.164296998420221,1266,208,conserved hypothetical protein,not required
STMMW_08931,ybiV1,949110,949919,1,461,0.182716049382716,810,148,conserved hypothetical protein,not required
STMMW_08941,pflF,949997,952429,-1,2391,0.279490341142622,2433,680,putative formate acetyltransferase 3,not required
STMMW_08951,pflE,952435,953334,-1,818,0.254444444444444,900,229,putative pyruvate formate-lyase 3 activating enzyme,not required
STMMW_08961,moeB,953612,954361,-1,750,0.261333333333333,750,196,molybdopterin biosynthesis MoeB protein,not required
STMMW_08971,moeA,954361,955602,-1,861,0.232689210950081,1242,289,molybdopterin biosynthesis MoeA protein,not required
STMMW_08981,ybiK,955799,956740,1,475,0.185774946921444,942,175,putative L-asparaginase,not required
STMMW_08991,yliA,956751,958622,1,917,0.177884615384615,1872,333,hypothetical ABC transporter ATP-binding protein,not required
STMMW_09001,yliB,958655,960193,1,962,0.196231319038337,1539,302,putative ABC transporter periplasmic binding protein,not required
STMMW_09011,yliC,960254,961174,1,311,0.137893593919653,921,127,hypothetical ABC transporter permease protein,not required
STMMW_09021,yliD,961177,962088,1,291,0.129385964912281,912,118,hypothetical ABC transporter permease protein,not required
STMMW_09031,rimO,962179,963504,-1,918,0.207390648567119,1326,275,conserved hypothetical protein,not required
STMMW_09041,bssR,963735,964118,1,198,0.0989583333333333,384,38,conserved hypothetical protein,not required
STMMW_09051,STMMW_09051,964831,965346,1,12,0.00775193798449612,516,4,conserved hypothetical protein,required
STMMW_09061,STMMW_09061,965264,966118,1,51,0.0269005847953216,855,23,putative electron transfer flavoprotein (beta subunit),required
STMMW_09071,STMMW_09071,966129,967076,1,320,0.106540084388186,948,101,putative electron transfer flavoprotein (alpha subunit),not required
STMMW_09081,STMMW_09081,967370,968533,1,1041,0.254295532646048,1164,296,putative acyl-CoA dehydrogenase,not required
STMMW_09091,STMMW_09091,968982,970667,1,614,0.138196915776987,1686,233,putative flavoprotein,not required
STMMW_09101,STMMW_09101,970673,971563,-1,417,0.21324354657688,891,190,LysR transcriptional regulator,not required
STMMW_09111,STMMW_09111,971828,972253,-1,654,0.431924882629108,426,184,putative inner membrane protein,not required
STMMW_09121,yliI,972600,973280,1,363,0.173274596182085,681,118,putative dehydrogenase,not required
STMMW_09131,yliJ,973277,973903,-1,246,0.154704944178628,627,97,glutathione s-transferase family protein,not required
STMMW_09141,dacC,974147,975349,1,717,0.161263507896924,1203,194,D-alanyl-D-alanine carboxypeptidase (penicillin- binding protein 6 precursor),not required
STMMW_09151,deoR,975394,976152,-1,227,0.134387351778656,759,102,deoxyribose operon repressor,not required
STMMW_09161,ybjG,976224,976832,-1,252,0.155993431855501,609,95,putative permease protein,not required
STMMW_09171,mdfA,977145,978377,1,835,0.21573398215734,1233,266,multidrug translocase MdfA,not required
STMMW_09181,STMMW_09181,978431,979246,-1,469,0.196078431372549,816,160,conserved hypothetical protein,not required
STMMW_09191,STMMW_09191,979243,980454,-1,754,0.221122112211221,1212,268,putative membrane protein,not required
STMMW_09201,STMMW_09201,980622,981242,1,285,0.188405797101449,621,117,putative TetR-family transcriptional regulator,not required
STMMW_09211,STMMW_09211,981359,983044,-1,1067,0.208185053380783,1686,351,putative membrane protein,not required
STMMW_09221,ybjM,983315,983692,1,221,0.243386243386243,378,92,putative membrane protein,not required
STMMW_09231,grxA,983724,983987,-1,82,0.166666666666667,264,44,glutaredoxin 1,not required
STMMW_09241,ybjC,984157,984447,1,231,0.240549828178694,291,70,putative putative membrane protein,not required
STMMW_09251,mdaA,984494,985153,1,521,0.231818181818182,660,153,oxygen-insensitive NADPH nitroreductase,not required
STMMW_09261,rimK,985211,986113,1,609,0.223698781838317,903,202,ribosomal protein S6 modification protein,not required
STMMW_09271,ybjN,986210,986686,1,243,0.215932914046122,477,103,conserved hypothetical protein,not required
STMMW_09281,potF,987035,988147,1,706,0.217430368373765,1113,242,putrescine-binding periplasmic protein precursor,not required
STMMW_09291,potG,988235,989368,1,982,0.257495590828924,1134,292,putrescine transport ATP-binding protein PotG,not required
STMMW_09301,potH,989378,990331,1,945,0.289308176100629,954,276,putrescine transport system permease protein PotH,not required
STMMW_09311,potI,990328,991173,1,856,0.24822695035461,846,210,putrescine transport system permease protein PotI,not required
STMMW_09321,ybjO,991247,991720,1,460,0.308016877637131,474,146,putative membrane protein,not required
STMMW_09331,rumB,991763,992893,1,868,0.180371352785146,1131,204,hypothetical RNA methyltransferase,not required
STMMW_09341,STMMW_09341,993176,994519,1,761,0.177083333333333,1344,238,possible transport protein,not required
STMMW_09351,STMMW_09351,994549,994869,1,175,0.280373831775701,321,90,"putative phosphotransferase enzyme II, B component",not required
STMMW_09361,STMMW_09361,994879,996366,1,544,0.153897849462366,1488,229,probable sulfatase,not required
STMMW_09371,artJ,996585,997316,-1,226,0.122950819672131,732,90,arginine-binding periplasmic protein 2 precursor,not required
STMMW_09381,artM,997553,998221,-1,356,0.1898355754858,669,127,arginine transport system permease protein ArtM,not required
STMMW_09391,artQ,998221,998937,-1,414,0.220362622036262,717,158,arginine transport system permease protein ArtQ,not required
STMMW_09401,artI,998944,999675,-1,522,0.218579234972678,732,160,arginine-binding periplasmic protein 1 precursor,not required
STMMW_09411,artP,999693,1000421,-1,378,0.175582990397805,729,128,arginine transport ATP-binding protein ArtP,not required
STMMW_09421,ybjP,1000651,1001166,-1,250,0.176356589147287,516,91,probable lipoprotein,not required
STMMW_09431,STMMW_09431,1001294,1001617,1,202,0.188271604938272,324,61,conserved hypothetical protein,not required
STMMW_09441,ybjR,1001614,1002444,1,409,0.155234657039711,831,129,putative N-acetylmuramoyl-L-alanine amidase,not required
STMMW_09451,STMMW_09451,1002441,1003454,-1,583,0.202169625246548,1014,205,putative oxidoreductase,not required
STMMW_09461,ybjT,1003550,1004983,-1,649,0.156206415620642,1434,224,conserved hypothetical protein,not required
STMMW_09471,ltaA,1004994,1005980,-1,765,0.220871327254306,987,218,L-allo-threonine aldolase,not required
STMMW_09481,poxB,1006019,1007737,-1,1009,0.213496218731821,1719,367,pyruvate dehydrogenase,not required
STMMW_09491,hcr,1007895,1008866,-1,991,0.26440329218107,972,257,NADH oxidoreductase Hcr,not required
STMMW_09501,hcp,1008875,1010527,-1,1496,0.228675136116152,1653,378,prismane protein homolog (hybrid-cluster protein),not required
STMMW_09511,ybjE,1010671,1011462,-1,1059,0.332070707070707,792,263,putative membrane protein,not required
STMMW_09521,ybjD,1011772,1013430,1,775,0.166968053044002,1659,277,conserved hypothetical protein,not required
STMMW_09531,ybjX,1013427,1014395,-1,2525,0.540763673890609,969,524,putative virK protein,not required
STMMW_09541,macA,1014523,1015641,1,759,0.251117068811439,1119,281,putative exported protein,not required
STMMW_09551,macB,1015638,1017582,1,1139,0.200514138817481,1945,390,conserved hypothetical ABC transporter (pseudogene),not required
STMMW_09561,cspD,1017712,1017933,-1,105,0.189189189189189,222,42,cold shock-like protein,not required
STMMW_09571,clpS,1018257,1018577,1,75,0.0996884735202492,321,32,conserved hypothetical protein,not required
STMMW_09581,clpA,1018608,1020884,1,714,0.1256038647343,2277,286,ATP-dependent Clp protease ATP-binding subunit ClpA,not required
STMMW_09591,tnp,1021076,1021534,1,2443,0.862745098039216,459,396,transposase for the IS1541 insertion element,not required
STMMW_09601,STMMW_09601,1021997,1022680,-1,526,0.263157894736842,684,180,putative integrase protein,not required
STMMW_09602,STMMW_09602,1022683,1022841,-1,142,0.283018867924528,159,45,conserved hypothetical protein,not required
STMMW_09611,STMMW_09611,1022851,1023252,-1,262,0.238805970149254,402,96,"ISPsy11, transposase OrfA",not required
STMMW_09621,STMMW_09621,1023589,1024266,-1,439,0.228613569321534,678,155,conserved hypothetical protein,not required
STMMW_09631,STMMW_09631,1024286,1025146,-1,566,0.199767711962834,861,172,putative pirin-related protein,not required
STMMW_09641,STMMW_09641,1025255,1026166,1,1804,0.285087719298246,912,260,hypothetical transcriptional activator,not required
STMMW_09651,infA,1026257,1026475,-1,200,0.0958904109589041,219,21,initiation factor IF-1,not required
STMMW_09661,STMMW_09661,1026403,1026732,-1,64,0.0939393939393939,330,31,inner membrane protein,not required
STMMW_09671,aat,1026787,1027491,-1,328,0.133333333333333,705,94,leucyl/phenylalanyl-tRNA-protein transferase,not required
STMMW_09681,cydC,1027536,1029257,-1,117,0.0191637630662021,1722,33,transport ATP-binding protein CydC,required
STMMW_09691,cydD,1029258,1031024,-1,37,0.0118845500848896,1767,21,transport ATP-binding protein CydD,required
STMMW_09701,trxB,1031138,1032106,-1,21,0.0144478844169247,969,14,thioredoxin reductase,required
STMMW_09711,lrp,1032652,1033146,1,4,0.00404040404040404,495,2,leucine-responsive regulatory protein,required
STMMW_09721,ftsK,1033224,1037366,1,23,0.00313782283369539,4143,13,cell division protein FtsK,required
STMMW_09731,lolA,1037506,1038120,1,28,0.00813008130081301,615,5,outer membrane lipoprotein carrier protein precursor,required
STMMW_09741,ycaJ,1038130,1039473,1,875,0.201636904761905,1344,271,conserevd hypothetical protein,not required
STMMW_09751,serS,1039732,1041024,1,7,0.00232018561484919,1293,3,seryl-tRNA synthetase,required
STMMW_09761,dmsA,1041261,1043705,1,1943,0.243762781186094,2445,596,anaerobic dimethyl sulfoxide reductase chain A precursor,not required
STMMW_09771,dmsB,1043716,1044333,1,684,0.315533980582524,618,195,anaerobic dimethyl sulfoxide reductase chain B,not required
STMMW_09781,dmsC,1044335,1045198,1,992,0.309027777777778,864,267,anaerobic dimethyl sulfoxide reductase chain C,not required
STMMW_09791,ycaD,1045548,1046696,1,926,0.228894691035683,1149,263,probable transport protein,not required
STMMW_09801,ycaM,1046914,1048335,1,2077,0.434599156118143,1422,618,probable transport protein,not required
STMMW_09811,pflA,1048628,1049452,-1,888,0.353939393939394,825,292,pyruvate formate-lyase 1 activating enzyme,not required
STMMW_09821,STMMW_09821,1049544,1049870,-1,478,0.296636085626911,327,97,putative conserved hypothetical protein,not required
STMMW_09831,sopD2,1050001,1050960,1,357,0.084375,960,81,putative sopD2 type III secretion system effector protein,not required
STMMW_09841,pflB,1051036,1053318,-1,1300,0.204993429697766,2283,468,formate acetyltransferase 1,not required
STMMW_09851,focA,1053378,1054235,-1,736,0.313519813519814,858,269,probable formate transporter (formate channel),not required
STMMW_09861,ycaO,1054640,1056400,-1,1235,0.268029528676888,1761,472,conserved hypothetical protein,not required
STMMW_09871,ycaP,1056537,1057229,1,581,0.266955266955267,693,185,putative membrane protein,not required
STMMW_09881,serC,1057415,1058503,1,4,0.00367309458218549,1089,4,phosphoserine aminotransferase,required
STMMW_09891,aroA,1058574,1059857,1,24,0.00934579439252336,1284,12,3-phosphoshikimate 1-carboxyvinyltransferase,required
STMMW_09901,ycaL,1060000,1060761,1,527,0.225721784776903,762,172,putative lipoprotein,not required
STMMW_09911,cmk,1060934,1061617,1,11,0.010233918128655,684,7,cytidylate kinase,required
STMMW_09921,rpsA,1061731,1063404,1,37,0.0029868578255675,1674,5,30S ribosomal protein S1,required
STMMW_09931,himD,1063560,1063844,1,9,0.0140350877192982,285,4,integration host factor beta-subunit (IHF-beta),required
STMMW_09941,rec2,1064074,1066338,1,2139,0.255629139072848,2265,579,putative competence-related protein,not required
STMMW_09951,msbA,1066375,1068123,1,3,0.00114351057747284,1749,2,probable transport ATP-binding protein MsbA,required
STMMW_09961,lpxK,1068120,1069097,1,11,0.00613496932515337,978,6,tetraacyldisaccharide 4'-kinase,required
STMMW_09971,ycaQ,1069141,1070373,1,965,0.227899432278994,1233,281,conserved hypothetical protein,not required
STMMW_09981,ycaR,1070425,1070607,1,1,0.00546448087431694,183,1,conserved hypothetical protein,required
STMMW_09991,kdsB,1070604,1071350,1,11,0.00401606425702811,747,3,3-deoxy-manno-octulosonate cytidylyltransferase,required
STMMW_10001,STMMW_10001,1071561,1072454,1,630,0.20917225950783,894,187,conserved hypothetical protein,not required
STMMW_10011,ycbC,1072434,1073210,-1,470,0.231660231660232,777,180,putative membrane protein,not required
STMMW_10021,smtA,1073346,1074149,1,393,0.144278606965174,804,116,SmtA protein,not required
STMMW_10031,mukF,1074142,1075464,1,19,0.00529100529100529,1323,7,killing factor KicB,required
STMMW_10041,mukE,1075445,1076149,1,22,0.0127659574468085,705,9,KicA protein,required
STMMW_10051,mukB,1076149,1080615,1,770,0.0244011640922319,4467,109,cell division protein,required
STMMW_10061,ycbB,1080960,1082801,1,1062,0.187296416938111,1842,345,putative exported protein,not required
