seq,start,end,strand,locus_tag,com_id,type,description,locus_tag,WT_INPUT_R1,WT_INPUT_R2,WT_INPUT_R3,WT_OUTPUT_R1,WT_OUTPUT_R2,WT_OUTPUT_R3,WT_INPUT_R4,WT_OUTPUT_R4,WT_INPUT_R5,WT_OUTPUT_R5,WT_INPUT_R6,WT_OUTPUT_R6,WT_INPUT_R7,WT_OUTPUT_R7,WT_INPUT_R8,WT_OUTPUT_R8,WT_INPUT_R9,WT_OUTPUT_R9
FQ312003.1,707929,708520,-1,SL1344_0635,rlpB,CDS,rare lipoprotein B precursor,SL1344_0635,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FQ312003.1,708534,711117,-1,SL1344_0636,leuS,CDS,leucyl-tRNA synthetase,SL1344_0636,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FQ312003.1,711404,711695,1,SL1344_0637,SL1344_0637,CDS,hypothetical hydrolase N-terminus,SL1344_0637,120,211,137,151,90,134,169,132,147,139,196,65,190,134,126,100,188,128
FQ312003.1,711711,712884,1,SL1344_0638,SL1344_0638,CDS,hypothetical hydrolase C-terminus,SL1344_0638,1256,1548,1176,1171,789,973,1181,892,1043,810,1205,503,1078,957,1331,988,1288,904
FQ312003.1,713002,713887,1,SL1344_0639,SL1344_0639,CDS,probable permease,SL1344_0639,722,1645,1343,502,793,1092,938,708,914,868,1059,545,1154,866,1081,923,1249,774
FQ312003.1,713954,715883,1,SL1344_0640,SL1344_0640,CDS,hypothetical sigma-54 dependent transcriptional regulator,SL1344_0640,2637,2708,2241,2035,1384,1668,2077,1660,1732,1587,2514,1033,2242,1692,2594,1986,2700,1648
FQ312003.1,715975,716449,1,SL1344_0641,ybeL,CDS,conserved hypothetical protein,SL1344_0641,124,154,116,107,84,56,112,96,81,91,109,65,144,126,141,144,142,109
FQ312003.1,716487,717483,-1,SL1344_0642,ybeQ,CDS,conserved hypothetical protein,SL1344_0642,2841,4266,3263,2171,2051,2696,2896,2114,2943,2304,3330,1393,3122,2328,3585,2487,3237,2248
FQ312003.1,717607,718315,1,SL1344_0643,ybeR,CDS,conserved hypothetical protein,SL1344_0643,718,1101,985,548,594,710,886,692,800,701,969,420,1044,748,946,747,874,686
FQ312003.1,718311,719745,1,SL1344_0644,ybeS,CDS,hypothetical membrane protein,SL1344_0644,1203,1349,1089,1057,694,912,1127,823,1051,808,1150,502,1172,913,1148,1060,1116,772
FQ312003.1,719756,720453,1,SL1344_0645,ybeU,pseudo,hypothetical conserved hypothetical protein (pseudogene),SL1344_0645,376,582,506,312,280,331,476,270,424,391,532,236,485,383,393,350,614,298
FQ312003.1,720449,721922,1,SL1344_0647,ybeV,CDS,N,SL1344_0647,1067,1044,917,900,538,622,930,679,774,616,868,414,935,625,1075,712,983,651
FQ312003.1,721943,723623,-1,SL1344_0648,hscC,CDS,chaperone heat shock protein,SL1344_0648,1094,1324,1066,880,652,765,928,707,874,727,1110,477,1021,702,1115,840,1135,768
FQ312003.1,723698,724937,-1,SL1344_0649,SL1344_0649,CDS,hypothetical conserved hypothetical protein,SL1344_0649,351,381,267,292,144,182,233,198,233,214,316,150,251,181,386,221,324,233
FQ312003.1,724968,725904,-1,SL1344_0650,rihA,CDS,probable nucleoside hydrolase,SL1344_0650,521,338,260,345,186,276,333,215,253,254,379,162,349,212,319,278,452,257
FQ312003.1,726020,726746,-1,SL1344_0651,gltL,CDS,glutamate/aspartate transport ATP-binding protein GltL,SL1344_0651,275,196,141,268,87,150,232,112,150,145,210,116,234,147,226,191,347,171
FQ312003.1,726745,727420,-1,SL1344_0652,gltK,CDS,glutamate/aspartate transport system permease protein GltK,SL1344_0652,296,234,222,268,91,154,283,201,240,217,283,152,299,217,312,211,327,256
FQ312003.1,727419,728160,-1,SL1344_0653,gltJ,CDS,glutamate/aspartate transport system permease protein GltJ,SL1344_0653,209,174,200,152,97,80,161,127,162,132,217,73,190,114,151,169,187,128
FQ312003.1,728319,729246,-1,SL1344_0654,gltI,CDS,ABC transporter periplasmic binding protein (glutamate/aspartate?),SL1344_0654,887,605,598,706,278,455,568,448,567,547,692,318,678,532,879,571,568,447
FQ312003.1,729582,731121,-1,SL1344_0655,lnt,CDS,apolipoprotein N-acyltransferase,SL1344_0655,40,28,5,22,32,4,32,13,24,17,11,6,20,51,30,14,22,14
FQ312003.1,731140,732019,-1,SL1344_0656,ybeX,CDS,haemolysin-related protein,SL1344_0656,510,343,256,510,172,210,334,227,291,274,452,152,353,247,386,347,399,260
FQ312003.1,732176,732650,-1,SL1344_0657,ybeY,CDS,conserved hypothetical protein,SL1344_0657,68,32,21,36,26,54,47,37,16,40,8,19,37,53,46,39,40,35
FQ312003.1,732646,733732,-1,SL1344_0658,phoL,CDS,PhoH-like ATP-binding protein,SL1344_0658,149,63,79,56,27,46,23,20,44,52,26,19,51,31,65,39,53,22
FQ312003.1,733897,735322,-1,SL1344_0659,miaB,CDS,MiaB protein (hypothetical tRNA-thiotransferase (or tRNA-methylthiotransferase)),SL1344_0659,1977,1430,1299,1469,616,837,1312,895,1113,929,1498,585,1290,991,1484,1159,1393,966
FQ312003.1,735465,736641,1,SL1344_0660,ubiF,CDS,hypothetical monooxygenase,SL1344_0660,13,8,9,12,7,4,7,7,10,9,11,2,12,36,16,19,13,11
FQ312003.1,736707,737283,-1,SL1344_0661,SL1344_0661,CDS,hypothetical exported protein,SL1344_0661,292,191,180,228,124,154,174,158,171,107,184,97,168,155,214,221,173,160
FQ312003.1,738349,740014,-1,SL1344_0662,asnB,CDS,asparagine synthetase B,SL1344_0662,1274,936,776,1088,480,637,841,555,763,602,963,358,856,692,1020,709,866,637
FQ312003.1,740303,741056,-1,SL1344_0663,nagD,CDS,NagD protein,SL1344_0663,163,151,110,124,64,73,80,93,77,71,114,54,164,92,143,82,160,78
FQ312003.1,741102,742323,-1,SL1344_0664,nagC,CDS,N-acetylglucosamine repressor,SL1344_0664,508,326,322,345,138,211,375,347,372,323,439,175,369,336,468,382,448,285
FQ312003.1,742327,743482,-1,SL1344_0665,nagA,CDS,N-acetylglucosamine-6-phosphate deacetylase,SL1344_0665,175,185,209,152,66,86,232,100,157,173,202,61,148,149,286,142,192,101
FQ312003.1,743541,744342,-1,SL1344_0666,nagB,CDS,glucosamine-6-phosphate deaminase,SL1344_0666,329,263,247,379,161,196,334,181,273,215,280,95,244,242,366,275,237,257
FQ312003.1,744668,746621,1,SL1344_0667,nagE,CDS,"pts system, N-acetylglucosamine-specific IIABC component",SL1344_0667,1308,1047,868,1287,530,638,841,595,770,724,1088,417,898,732,1068,805,946,707
FQ312003.1,746831,748499,1,SL1344_0668,glnS,CDS,glutaminyl-tRNA synthetase,SL1344_0668,99,63,65,110,39,74,39,57,54,74,34,37,72,47,26,53,90,30
FQ312003.1,748944,750351,1,SL1344_0669,ybfM,CDS,hypothetical outer membrane protein,SL1344_0669,1878,1888,1505,1414,968,1232,1433,1081,1293,1058,1717,613,1445,1191,1556,1223,1615,1085
FQ312003.1,750400,750733,1,SL1344_0670,ybfN,CDS,hypothetical lipoprotein,SL1344_0670,212,134,145,153,80,106,196,99,125,74,132,50,118,115,166,140,122,88
FQ312003.1,750781,752086,-1,SL1344_0671,SL1344_0671,CDS,citrate-proton symporter,SL1344_0671,710,552,371,620,316,431,498,386,438,423,528,217,621,412,588,478,508,449
FQ312003.1,752136,753276,-1,SL1344_0672,SL1344_0672,CDS,citrate utilization protein B,SL1344_0672,878,528,514,654,328,439,591,362,457,454,542,286,630,432,639,530,681,413
FQ312003.1,753262,754666,-1,SL1344_0673,SL1344_0673,CDS,conserved hypothetical protein,SL1344_0673,1230,902,771,964,475,555,825,628,754,629,857,405,806,573,1041,694,834,585
FQ312003.1,754763,755690,-1,SL1344_0674,SL1344_0674,CDS,lysR-family transcriptional regulator,SL1344_0674,794,632,440,610,275,413,459,372,541,422,622,274,507,371,761,454,467,439
FQ312003.1,755804,756257,-1,SL1344_0675,fur,CDS,ferric uptake regulation protein,SL1344_0675,60,32,17,31,14,21,51,26,44,39,38,38,77,41,86,60,60,39
FQ312003.1,756538,757069,-1,SL1344_0676,fldA,CDS,flavodoxin 1,SL1344_0676,39,20,29,21,5,30,24,24,23,14,23,18,58,34,24,22,22,15
FQ312003.1,757231,757513,-1,SL1344_0677,ybfE,CDS,conserved hypothetical protein,SL1344_0677,444,301,272,392,148,231,344,202,194,265,283,144,215,237,323,261,411,200
FQ312003.1,757646,758417,-1,SL1344_0678,ybfF,CDS,hypothetical esterase/lipase YbfF,SL1344_0678,237,215,145,205,98,136,151,137,174,153,210,68,136,165,153,169,189,171
FQ312003.1,758601,759144,1,SL1344_0679,seqA,CDS,seqA protein,SL1344_0679,56,92,79,43,33,48,64,62,69,44,68,13,44,35,75,36,123,19
FQ312003.1,759168,760809,1,SL1344_0680,pgm,CDS,phosphoglucomutase,SL1344_0680,588,438,523,69,35,90,957,773,675,503,603,190,588,591,981,476,942,497
FQ312003.1,760923,761409,-1,SL1344_0681,SL1344_0681,CDS,possible 5-nitroimidazole antibiotic resistance,SL1344_0681,284,211,180,246,158,156,205,133,189,139,179,108,181,178,224,162,172,132
FQ312003.1,761473,762793,-1,SL1344_0682,potE,CDS,putrescine-ornithine antiporter,SL1344_0682,1442,1132,896,1132,506,728,929,712,921,746,1188,500,1181,796,1408,946,1182,812
FQ312003.1,762789,764988,-1,SL1344_0683,speF,CDS,"ornithine decarboxylase, inducible (ec 4.1.1.17)",SL1344_0683,2036,1936,1472,1712,895,1343,1874,1072,1467,1337,1740,689,1561,1374,2010,1501,1859,1315
FQ312003.1,765749,766427,-1,SL1344_0684,kdpE,CDS,KDP operon transcriptional regulatory protein,SL1344_0684,497,631,594,456,331,338,529,361,457,363,521,266,517,376,505,419,604,354
FQ312003.1,766423,769108,-1,SL1344_0685,kdpD,CDS,sensor protein KdpD,SL1344_0685,1138,880,759,1390,524,806,882,823,749,957,1017,497,957,783,1096,990,1039,740
FQ312003.1,769104,769689,-1,SL1344_0686,kdpC,CDS,potassium-transporting ATPase C chain,SL1344_0686,232,173,177,215,92,92,171,97,145,142,124,96,165,122,194,126,238,115
FQ312003.1,769697,771746,-1,SL1344_0687,kdpB,CDS,potassium-transporting ATPase B chain,SL1344_0687,917,657,564,706,361,485,672,574,585,598,714,334,829,535,801,593,1025,631
FQ312003.1,771766,773446,-1,SL1344_0688,kdpA,CDS,potassium-transporting ATPase A chain,SL1344_0688,2087,1497,1163,1551,843,986,1336,977,1250,1146,1431,696,1570,1038,1581,1224,1545,1062
FQ312003.1,773445,773535,-1,SL1344_0688A,kdpF,CDS,conserved sORF,SL1344_0688A,89,80,66,78,50,45,75,62,76,53,38,44,81,69,62,79,86,27
FQ312003.1,773871,774078,1,SL1344_0689,ybfA,CDS,hypothetical exported protein,SL1344_0689,54,29,59,37,21,54,23,26,16,20,53,21,38,59,58,26,60,26
FQ312003.1,774188,775610,1,SL1344_0690,phrB,CDS,deoxyribodipyrimidine photolyase,SL1344_0690,436,269,248,325,152,200,291,185,234,259,371,120,380,229,286,206,206,206
FQ312003.1,775648,777130,-1,SL1344_0691,ybgH,CDS,PTR2-family transport protein,SL1344_0691,1086,840,747,863,446,566,710,491,693,564,858,322,768,595,962,629,934,617
FQ312003.1,777458,778202,1,SL1344_0692,ybgI,CDS,conserved hypothetical protein,SL1344_0692,415,325,260,321,168,171,300,205,228,222,254,138,317,191,345,233,279,234
FQ312003.1,778217,778874,1,SL1344_0693,ybgJ,CDS,conserved hypothetical protein,SL1344_0693,162,157,93,129,56,85,110,104,110,89,130,52,108,111,158,95,132,90
FQ312003.1,778867,779800,1,SL1344_0694,ybgK,CDS,conserved hypothetical protein,SL1344_0694,625,510,426,595,292,336,559,345,377,307,490,199,543,440,652,391,383,395
FQ312003.1,779789,780524,1,SL1344_0695,ybgL,CDS,conserved hypothetical protein,SL1344_0695,719,508,343,680,282,416,482,393,468,475,634,262,532,427,610,468,552,436
FQ312003.1,780847,780979,1,SL1344_0696,SL1344_0696,CDS,hypothetical protein,SL1344_0696,47,139,98,32,69,73,68,39,55,36,57,31,50,76,54,44,95,49
FQ312003.1,781038,781605,1,SL1344_0697,fimB,CDS,hypothetical type 1 fimbriae regulatory protein,SL1344_0697,604,828,700,529,424,558,644,379,564,446,525,260,633,507,663,507,601,471
FQ312003.1,782064,782400,1,SL1344_0698,SL1344_0698,CDS,hypothetical protein,SL1344_0698,341,355,326,306,205,230,275,248,330,227,387,136,352,224,328,284,353,278
FQ312003.1,782401,783142,1,SL1344_0699,SL1344_0699,CDS,hypothetical transport protein,SL1344_0699,570,578,501,389,281,379,418,332,394,385,442,203,472,447,461,429,506,327
FQ312003.1,783427,784579,1,SL1344_0700,SL1344_0700,pseudo,hypothetical udp-galactopyranose mutase (pseudogene),SL1344_0700,3,66,48,2,23,25,8,10,5,6,0,1,6,1,6,2,19,3
FQ312003.1,784575,785472,1,SL1344_0702,SL1344_0702,CDS,hypothetical glycosyl transferase,SL1344_0702,5,18,18,4,11,9,0,4,2,5,2,1,4,1,10,4,1,4
FQ312003.1,785484,786618,1,SL1344_0703,SL1344_0703,CDS,galactosyltransferase,SL1344_0703,35,50,32,32,23,25,37,13,47,41,20,18,48,22,37,32,10,39
FQ312003.1,786746,787517,1,SL1344_0704,SL1344_0704,CDS,"O-antigen export system, permease protein",SL1344_0704,18,122,113,7,85,95,5,12,18,10,40,6,27,12,0,6,15,7
FQ312003.1,787520,788231,1,SL1344_0705,SL1344_0705,CDS,ABC transporter domain protein,SL1344_0705,0,55,46,4,24,29,2,2,4,3,7,0,5,3,0,2,8,5
FQ312003.1,788324,790103,1,SL1344_0706,SL1344_0706,CDS,"hypothetical glycosyltransferase, cell wall biogenesis",SL1344_0706,10,35,29,2,22,22,2,1,7,6,2,4,3,1,13,4,5,1
FQ312003.1,790295,791129,1,SL1344_0707,SL1344_0707,CDS,"hypothetical glycosyltransferase, cell wall biogenesis",SL1344_0707,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FQ312003.1,791186,793082,1,SL1344_0708,SL1344_0708,CDS,hypothetical glycosyl transferase,SL1344_0708,193,964,816,141,524,655,350,264,410,331,526,214,415,320,415,292,374,302
FQ312003.1,793149,793287,1,SL1344_0709,SL1344_0709,CDS,conserved hypothetical cytoplasmic protein,SL1344_0709,300,300,242,264,163,206,295,148,159,187,212,91,284,216,229,158,226,211
FQ312003.1,793335,794127,1,SL1344_0710,nei,CDS,"endonuclease VIII, DNA N-glycosylase with an AP lyase activity",SL1344_0710,911,908,831,839,446,577,632,535,634,522,813,347,648,630,789,659,888,571
FQ312003.1,794181,795144,-1,SL1344_0711,abrB,CDS,hypothetical membrane protein,SL1344_0711,950,726,697,750,371,555,738,518,677,601,838,375,746,527,931,692,870,663
FQ312003.1,795364,796648,-1,SL1344_0712,gltA,CDS,citrate synthase,SL1344_0712,93,79,45,17,9,5,70,21,66,38,71,23,24,14,61,14,83,72
FQ312003.1,796622,796994,1,SL1344_0713,SL1344_0713,CDS,hypothetical exported protein,SL1344_0713,282,226,161,163,94,116,168,115,189,160,210,113,237,189,264,222,338,192
FQ312003.1,797402,797792,1,SL1344_0714,sdhC,CDS,succinate dehydrogenase cytochrome b-556 subunit,SL1344_0714,33,21,21,22,9,10,38,31,38,27,69,3,38,32,19,14,78,36
FQ312003.1,797785,798133,1,SL1344_0715,sdhD,CDS,succinate dehydrogenase hydrophobic membrane anchor protein,SL1344_0715,6,0,0,0,0,0,13,6,8,6,2,8,11,15,6,3,6,15
FQ312003.1,798132,799899,1,SL1344_0716,sdhA,CDS,succinate dehydrogenase flavoprotein subunit,SL1344_0716,79,42,68,53,29,29,92,56,78,53,139,42,88,100,143,67,123,91
FQ312003.1,799912,800632,1,SL1344_0717,sdhB,CDS,succinate dehydrogenase iron-sulfur protein,SL1344_0717,82,27,29,45,9,22,30,48,47,39,57,13,54,42,76,32,24,67
FQ312003.1,801155,803957,1,SL1344_0718,sucA,CDS,2-oxoglutarate dehydrogenase E1 component,SL1344_0718,8,4,2,0,0,0,32,1,10,6,4,1,2,3,8,5,13,5
FQ312003.1,803971,805180,1,SL1344_0719,sucB,CDS,dihydrolipoamide succinyltransferase component (E2),SL1344_0719,22,23,14,17,13,18,9,10,15,20,38,7,19,16,26,4,13,9
FQ312003.1,805321,806488,1,SL1344_0720,sucC,CDS,succinyl-CoA synthetase beta chain,SL1344_0720,25,21,34,7,11,12,13,32,26,47,45,17,35,37,34,34,34,47
FQ312003.1,806487,807357,1,SL1344_0721,sucD,CDS,succinyl-CoA synthetase alpha chain,SL1344_0721,29,15,15,6,0,11,37,31,30,24,16,14,50,22,24,7,53,21
FQ312003.1,808939,810508,1,SL1344_0722,cydA,CDS,cytochrome d ubiquinol oxidase subunit I,SL1344_0722,239,185,180,179,74,95,89,234,70,59,89,54,111,89,79,1795,104,166
FQ312003.1,810523,811663,1,SL1344_0723,cydB,CDS,cytochrome d ubiquinol oxidase subunit II,SL1344_0723,136,155,143,92,71,55,64,110,26,32,29,52,46,195,75,263,55,38
FQ312003.1,811677,811791,1,SL1344_0724,ybgT,CDS,hypothetical membrane protein,SL1344_0724,105,56,58,156,49,43,56,79,43,66,51,30,51,33,47,48,54,63
FQ312003.1,811927,812209,1,SL1344_0725,ybgE,CDS,hypothetical membrane protein,SL1344_0725,111,66,59,143,55,60,107,73,58,96,72,35,101,82,87,68,73,73
FQ312003.1,812437,812842,1,SL1344_0726,ybgC,CDS,conserved hypothetical protein,SL1344_0726,135,102,97,97,52,59,179,82,105,83,96,33,99,89,152,114,169,82
FQ312003.1,812838,813531,1,SL1344_0727,tolQ,CDS,TolQ protein,SL1344_0727,71,64,33,45,13,15,61,39,26,37,63,15,24,26,95,38,60,35
FQ312003.1,813534,813963,1,SL1344_0728,tolR,CDS,tolR protein,SL1344_0728,72,56,67,23,19,17,53,45,59,37,33,20,59,32,72,56,83,40
FQ312003.1,814027,815251,1,SL1344_0729,tolA,CDS,tolA protein,SL1344_0729,6,14,3,9,1,8,1,9,7,8,7,13,24,12,13,16,19,9
FQ312003.1,815374,816667,1,SL1344_0730,tolB,CDS,tolB protein precursor,SL1344_0730,19,9,5,2,0,0,5,3,19,1,5,0,6,3,5,4,6,9
FQ312003.1,816701,817226,1,SL1344_0731,pal,CDS,peptidoglycan-associated lipoprotein precursor,SL1344_0731,41,33,24,37,15,25,36,16,39,18,22,8,21,27,27,21,37,19
FQ312003.1,817235,818024,1,SL1344_0732,ybgF,CDS,hypothetical exported protein,SL1344_0732,538,328,327,371,198,293,374,276,263,263,343,199,409,276,416,307,391,268
FQ312003.1,819488,820532,1,SL1344_0733,nadA,CDS,quinolinate synthetase A protein,SL1344_0733,886,729,576,774,371,460,675,457,544,536,845,305,708,559,827,604,808,445
FQ312003.1,820556,821276,1,SL1344_0734,pnuC,CDS,pnuC protein,SL1344_0734,235,202,169,174,79,120,163,132,160,135,197,91,166,131,249,161,256,135
FQ312003.1,821272,822211,-1,SL1344_0735,ybgR,CDS,probable cation transport protein,SL1344_0735,633,571,452,550,344,390,530,368,468,437,518,221,528,443,689,458,649,381
FQ312003.1,822321,822708,-1,SL1344_0736,ybgS,CDS,hypothetical exported protein,SL1344_0736,693,663,593,539,375,480,570,422,515,443,617,303,569,463,541,526,723,430
FQ312003.1,823027,824080,1,SL1344_0737,aroG,CDS,phospho-2-dehydro-3-deoxyheptonate aldolase (DAHP synthetase) phenylalanine repressible,SL1344_0737,405,290,293,394,163,249,216,186,299,232,329,138,281,294,313,274,297,221
FQ312003.1,824173,824719,-1,SL1344_0738,SL1344_0738,CDS,hypothetical hydro-lyase,SL1344_0738,507,716,545,360,390,438,441,320,511,323,493,181,447,324,483,365,509,406
FQ312003.1,824733,825579,-1,SL1344_0739,SL1344_0739,CDS,hypothetical hydro-lyase,SL1344_0739,37,564,464,29,279,306,126,72,135,112,124,59,105,99,102,71,131,91
FQ312003.1,825708,826599,1,SL1344_0740,SL1344_0740,CDS,LysR-family transcriptional regulator,SL1344_0740,235,1396,1259,209,806,986,769,493,760,571,657,272,693,488,629,416,634,476
FQ312003.1,826599,827526,-1,SL1344_0741,SL1344_0741,CDS,LysR-family transcriptional regulator,SL1344_0741,15,851,737,18,403,495,189,117,183,106,208,79,125,106,136,108,228,115
FQ312003.1,827805,829074,1,SL1344_0742,SL1344_0742,CDS,hypothetical cation transporter,SL1344_0742,0,124,90,0,53,55,17,2,12,3,3,6,0,1,5,0,0,9
FQ312003.1,829123,829369,1,SL1344_0743,dcoC,CDS,oxaloacetate decarboxylase gamma chain (ec 4.1.1.3),SL1344_0743,660,640,446,484,303,410,542,449,492,468,675,278,704,422,647,470,584,430
FQ312003.1,829384,831160,1,SL1344_0744,dcoA,CDS,oxaloacetate decarboxylase alpha chain (ec 4.1.1.3),SL1344_0744,766,605,531,680,308,406,546,388,505,517,732,266,596,392,772,558,606,468
FQ312003.1,831172,832474,1,SL1344_0745,dcoB,CDS,oxaloacetate decarboxylase beta chain (ec 4.1.1.3),SL1344_0745,902,685,621,796,402,512,694,527,672,558,794,332,766,614,878,600,683,563
FQ312003.1,832592,833291,1,SL1344_0746,SL1344_0746,CDS,conserved hypothetical protein,SL1344_0746,617,467,406,532,350,334,418,416,416,480,492,262,493,428,636,587,550,366
FQ312003.1,833670,834750,1,SL1344_0747,SL1344_0747,CDS,ABC transporter permease (FecCD_family),SL1344_0747,595,487,345,410,256,264,335,252,352,296,479,195,366,326,504,308,400,363
FQ312003.1,834749,835526,1,SL1344_0748,SL1344_0748,CDS,ABC transporter ATP-binding protein,SL1344_0748,644,598,531,521,255,325,539,355,416,380,610,262,614,404,593,459,608,400
FQ312003.1,835616,836369,-1,SL1344_0749,gpmA,CDS,phosphoglycerate mutase 1,SL1344_0749,341,166,176,268,105,173,98,104,136,109,137,82,131,88,208,128,142,108
FQ312003.1,836592,837633,-1,SL1344_0750,galM,CDS,aldose 1-epimerase (mutarotase),SL1344_0750,797,696,572,729,338,441,588,466,561,475,567,243,610,480,762,503,643,503
FQ312003.1,837626,838775,-1,SL1344_0751,galK,CDS,galactokinase,SL1344_0751,795,605,471,789,320,370,465,393,465,423,647,226,453,384,626,480,573,467
FQ312003.1,838777,839824,-1,SL1344_0752,galT,CDS,galactose-1-phosphate uridylyltransferase,SL1344_0752,307,197,164,223,79,157,209,152,152,151,283,90,146,175,202,163,267,163
FQ312003.1,839834,840851,-1,SL1344_0753,galE,CDS,UDP-glucose 4-epimerase,SL1344_0753,1516,1174,1307,3749,1827,3301,1736,2967,1037,2001,1221,1158,1503,3326,1965,3077,1724,2250
FQ312003.1,841073,841982,-1,SL1344_0754,SL1344_0754,CDS,hypothetical membrane protein,SL1344_0754,723,1155,991,605,591,737,825,592,714,539,792,309,713,535,962,581,747,516
FQ312003.1,842152,843628,-1,SL1344_0755,modF,CDS,hypothetical molybdenum transport ATP-binding protein ModF (photorepair protein PhrA),SL1344_0755,3084,2572,2249,2636,1444,1833,2641,1762,2153,1915,2556,1063,2479,1782,2760,2049,2793,1858
FQ312003.1,843695,844484,-1,SL1344_0756,modE,CDS,hypothetical molybdenum transport protein ModE,SL1344_0756,348,282,263,316,128,176,307,213,272,209,345,119,422,202,393,297,262,199
FQ312003.1,844612,844762,1,SL1344_0757,ybhT,CDS,hypothetical membrane protein; conserved sORF,SL1344_0757,723,591,543,548,376,374,490,317,469,354,559,208,509,362,565,421,436,345
FQ312003.1,844928,845702,1,SL1344_0758,modA,CDS,molybdate-binding periplasmic protein precursor,SL1344_0758,290,248,223,257,135,140,215,191,185,142,182,123,247,146,167,216,182,135
FQ312003.1,845701,846391,1,SL1344_0759,modB,CDS,molybdenum transport system permease protein ModB,SL1344_0759,322,257,211,344,147,212,226,162,188,202,225,106,199,200,318,174,280,207
FQ312003.1,846393,847452,1,SL1344_0760,modC,CDS,molybdenum transport ATP-binding protein ModC,SL1344_0760,1251,910,820,1116,478,789,792,632,799,661,1036,402,996,647,1085,686,920,749
FQ312003.1,847452,848271,-1,SL1344_0761,ybhA,CDS,conserved hypothetical protein,SL1344_0761,648,371,343,523,237,262,345,292,322,339,428,164,328,252,590,348,537,342
